ano;mes;bioma;psn_g_c_m2;et_mm;pet_mm;ida;lst_dia_c;precip_mm;area_queimada_ha;oni;fonte
2006;10;Caatinga;73,3461;54,5513;;0,2413;37,14;101,96;20275,0;0,71;planilha Benfica 2001-2020 corrigida
2006;10;Cerrado;88,4258;73,0982;;0,3595;34,685;182,22;32550,0;0,71;planilha Benfica 2001-2020 corrigida
2006;10;Mata Atlântica;139,8648;105,087;;0,5786;30,7925;138,22;125,0;0,71;planilha Benfica 2001-2020 corrigida
2006;11;Caatinga;112,4457;100,718;;0,4082;32,4;120,7;18525,0;0,88;planilha Benfica 2001-2020 corrigida
2006;11;Cerrado;126,5548;104,4787;;0,4342;33,445;166,49;7025,0;0,88;planilha Benfica 2001-2020 corrigida
2006;11;Mata Atlântica;155,2218;130,755;;0,5838;28,635;185,45;250,0;0,88;planilha Benfica 2001-2020 corrigida
2006;12;Caatinga;91,4765;83,503;;0,3571;33,2975;59,81;8700,0;0,88;planilha Benfica 2001-2020 corrigida
2006;12;Cerrado;108,3522;92,7861;;0,4169;31,855;177,39;36225,0;0,88;planilha Benfica 2001-2020 corrigida
2006;12;Mata Atlântica;137,3948;121,5058;;0,5648;30,265;109,93;1775,0;0,88;planilha Benfica 2001-2020 corrigida
2007;1;Caatinga;69,7334;64,7018;;0,2708;33,6;27,99;9925,0;0,62;planilha Benfica 2001-2020 corrigida
2007;1;Cerrado;101,0444;95,4015;;0,4212;31,88;81,71;15425,0;0,62;planilha Benfica 2001-2020 corrigida
2007;1;Mata Atlântica;137,6504;111,888;;0,5098;30,65;42,45;2400,0;0,62;planilha Benfica 2001-2020 corrigida
2007;2;Caatinga;85,9671;80,3509;;0,3646;30,85;286,11;275,0;0,19;planilha Benfica 2001-2020 corrigida
2007;2;Cerrado;118,7659;111,3888;;0,548;30,15;284,28;3550,0;0,19;planilha Benfica 2001-2020 corrigida
2007;2;Mata Atlântica;123,7807;108,8386;;0,5239;30,3125;271,97;75,0;0,19;planilha Benfica 2001-2020 corrigida
2007;3;Caatinga;146,3102;114,5053;;0,458;29,095;34,18;1425,0;-0,12;planilha Benfica 2001-2020 corrigida
2007;3;Cerrado;156,5263;122,7179;;0,4883;29,8632;44,31;15350,0;-0,12;planilha Benfica 2001-2020 corrigida
2007;3;Mata Atlântica;178,0709;135,1147;;0,5465;27,795;58,61;50,0;-0,12;planilha Benfica 2001-2020 corrigida
2007;4;Caatinga;89,2494;80,2058;;0,3702;30,655;49,64;175,0;-0,32;planilha Benfica 2001-2020 corrigida
2007;4;Cerrado;107,0564;81,0018;;0,3564;30,7845;34,58;19350,0;-0,32;planilha Benfica 2001-2020 corrigida
2007;4;Mata Atlântica;127,5115;120,3673;;0,5824;28,3375;104,8;0,0;-0,32;planilha Benfica 2001-2020 corrigida
2007;5;Caatinga;95,4182;61,9692;;0,334;31,005;15,49;1725,0;-0,34;planilha Benfica 2001-2020 corrigida
2007;5;Cerrado;96,6767;57,4377;;0,2938;31,0471;10,98;32675,0;-0,34;planilha Benfica 2001-2020 corrigida
2007;5;Mata Atlântica;136,3136;114,5752;;0,6739;26,6125;57,65;2200,0;-0,34;planilha Benfica 2001-2020 corrigida
2007;6;Caatinga;88,3676;44,0358;;0,2585;29,66;16,28;1725,0;-0,41;planilha Benfica 2001-2020 corrigida
2007;6;Cerrado;81,2682;38,606;;0,2009;30,05;1,23;61300,0;-0,41;planilha Benfica 2001-2020 corrigida
2007;6;Mata Atlântica;126,4576;92,4408;;0,567;25,35;29,68;2200,0;-0,41;planilha Benfica 2001-2020 corrigida
2007;7;Caatinga;78,2778;36,5097;;0,2091;30,54;16,17;4850,0;-0,49;planilha Benfica 2001-2020 corrigida
2007;7;Cerrado;64,7132;30,0971;;0,1428;31,5625;0,6;220450,0;-0,49;planilha Benfica 2001-2020 corrigida
2007;7;Mata Atlântica;127,5693;83,6732;;0,5326;25,8075;40,65;2300,0;-0,49;planilha Benfica 2001-2020 corrigida
2007;8;Caatinga;77,0992;33,0087;;0,1727;32,435;14,5;31950,0;-0,77;planilha Benfica 2001-2020 corrigida
2007;8;Cerrado;59,9435;26,125;;0,1137;33,945;1,32;683775,0;-0,77;planilha Benfica 2001-2020 corrigida
2007;8;Mata Atlântica;138,1644;83,3612;;0,5132;26,84;40,66;1025,0;-0,77;planilha Benfica 2001-2020 corrigida
2007;9;Caatinga;61,1247;28,0513;;0,1205;35,7925;15,51;170300,0;-1,05;planilha Benfica 2001-2020 corrigida
2007;9;Cerrado;31,4346;21,0068;;0,0803;38,2275;2,36;1139350,0;-1,05;planilha Benfica 2001-2020 corrigida
2007;9;Mata Atlântica;145,5809;83,3698;;0,4041;29,545;50,09;5225,0;-1,05;planilha Benfica 2001-2020 corrigida
2007;10;Caatinga;34,8773;21,6876;;0,0905;39,565;11,3;177825,0;-1,38;planilha Benfica 2001-2020 corrigida
2007;10;Cerrado;3,2345;15,4664;;0,0615;41,4375;32,8;597500,0;-1,38;planilha Benfica 2001-2020 corrigida
2007;10;Mata Atlântica;131,4556;91,3974;;0,4093;33,9925;44,52;60300,0;-1,38;planilha Benfica 2001-2020 corrigida
2007;11;Caatinga;51,2243;41,0425;;0,1548;38,6125;82,88;161825,0;-1,57;planilha Benfica 2001-2020 corrigida
2007;11;Cerrado;42,7077;44,8071;;0,1754;40,08;106,27;186575,0;-1,57;planilha Benfica 2001-2020 corrigida
2007;11;Mata Atlântica;117,6799;92,7573;;0,3693;33,73;107,35;32625,0;-1,57;planilha Benfica 2001-2020 corrigida
2007;12;Caatinga;98,9644;72,7906;;0,3091;33,23;89,95;7550,0;-1,72;planilha Benfica 2001-2020 corrigida
2007;12;Cerrado;100,3768;74,5594;;0,3293;35,4425;148,66;22375,0;-1,72;planilha Benfica 2001-2020 corrigida
2007;12;Mata Atlântica;144,2071;105,1971;;0,4775;31,33;108,86;1750,0;-1,72;planilha Benfica 2001-2020 corrigida
2008;1;Caatinga;84,4671;67,7501;;0,2997;34,3533;62,89;11900,0;-1,76;planilha Benfica 2001-2020 corrigida
2008;1;Cerrado;100,2257;74,8807;;0,3616;34,05;158,29;5450,0;-1,76;planilha Benfica 2001-2020 corrigida
2008;1;Mata Atlântica;138,7391;103,3364;;0,4755;32,5233;78,15;3900,0;-1,76;planilha Benfica 2001-2020 corrigida
2008;2;Caatinga;97,4394;80,1431;;0,3204;33,2725;113,05;1050,0;-1,61;planilha Benfica 2001-2020 corrigida
2008;2;Cerrado;119,5114;107,384;;0,511;31,475;151,73;4125,0;-1,61;planilha Benfica 2001-2020 corrigida
2008;2;Mata Atlântica;141,4098;115,573;;0,4728;31,4725;116,73;525,0;-1,61;planilha Benfica 2001-2020 corrigida
2008;3;Caatinga;123,2533;102,857;;0,466;31,2525;138,81;975,0;-1,37;planilha Benfica 2001-2020 corrigida
2008;3;Cerrado;128,8816;116,1646;;0,6098;29,835;213,12;7150,0;-1,37;planilha Benfica 2001-2020 corrigida
2008;3;Mata Atlântica;126,6353;121,6409;;0,5349;30,4575;131,96;175,0;-1,37;planilha Benfica 2001-2020 corrigida
2008;4;Caatinga;139,5168;115,4064;;0,5463;28,53;91,0;1475,0;-1,05;planilha Benfica 2001-2020 corrigida
2008;4;Cerrado;132,5148;110,9205;;0,5462;28,8575;141,95;21675,0;-1,05;planilha Benfica 2001-2020 corrigida
2008;4;Mata Atlântica;130,3746;121,4581;;0,5646;29,41;39,92;100,0;-1,05;planilha Benfica 2001-2020 corrigida
2008;5;Caatinga;126,2727;85,7253;;0,4574;28,8425;25,91;350,0;-0,85;planilha Benfica 2001-2020 corrigida
2008;5;Cerrado;125,8175;81,4013;;0,4316;29,2825;11,07;9525,0;-0,85;planilha Benfica 2001-2020 corrigida
2008;5;Mata Atlântica;120,4909;99,4305;;0,5664;27,4325;33,62;2100,0;-0,85;planilha Benfica 2001-2020 corrigida
2008;6;Caatinga;111,4548;57,6367;;0,3248;28,67;20,46;100,0;-0,56;planilha Benfica 2001-2020 corrigida
2008;6;Cerrado;115,0649;57,7633;;0,3052;29,21;1,67;18425,0;-0,56;planilha Benfica 2001-2020 corrigida
2008;6;Mata Atlântica;125,1638;92,3796;;0,5821;25,4725;81,11;1200,0;-0,56;planilha Benfica 2001-2020 corrigida
2008;7;Caatinga;96,6761;43,7655;;0,2366;29,2025;17,48;175,0;-0,33;planilha Benfica 2001-2020 corrigida
2008;7;Cerrado;93,8159;38,7735;;0,1873;30,2675;0,61;43650,0;-0,33;planilha Benfica 2001-2020 corrigida
2008;7;Mata Atlântica;138,9429;89,4035;;0,5448;25,25;46,14;4425,0;-0,33;planilha Benfica 2001-2020 corrigida
2008;8;Caatinga;73,6082;33,2073;;0,1597;32,875;10,93;5475,0;-0,2;planilha Benfica 2001-2020 corrigida
2008;8;Cerrado;62,1248;29,8596;;0,1229;33,9425;0,44;115550,0;-0,2;planilha Benfica 2001-2020 corrigida
2008;8;Mata Atlântica;139,051;85,6731;;0,4556;28,095;23,87;2575,0;-0,2;planilha Benfica 2001-2020 corrigida
2008;9;Caatinga;49,9948;27,1531;;0,1144;36,775;13,76;33100,0;-0,25;planilha Benfica 2001-2020 corrigida
2008;9;Cerrado;22,2526;23,8105;;0,0889;38,5975;21,42;264975,0;-0,25;planilha Benfica 2001-2020 corrigida
2008;9;Mata Atlântica;130,074;81,7827;;0,4132;33,1325;28,34;7600,0;-0,25;planilha Benfica 2001-2020 corrigida
2008;10;Caatinga;37,3287;22,5086;;0,0864;39,85;5,55;193625,0;-0,36;planilha Benfica 2001-2020 corrigida
2008;10;Cerrado;9,4492;20,0895;;0,0692;41,3125;8,94;482075,0;-0,36;planilha Benfica 2001-2020 corrigida
2008;10;Mata Atlântica;129,2888;91,8709;;0,3575;35,0925;14,5;17150,0;-0,36;planilha Benfica 2001-2020 corrigida
2008;11;Caatinga;53,1494;45,9488;;0,2458;38,9525;69,84;230375,0;-0,57;planilha Benfica 2001-2020 corrigida
2008;11;Cerrado;72,4355;70,5249;;0,4721;35,0475;211,36;125250,0;-0,57;planilha Benfica 2001-2020 corrigida
2008;11;Mata Atlântica;95,9705;87,8093;;0,5598;36,2675;136,04;24975,0;-0,57;planilha Benfica 2001-2020 corrigida
2008;12;Caatinga;94,4898;76,7377;;0,3841;32,2975;127,74;625,0;-0,79;planilha Benfica 2001-2020 corrigida
2008;12;Cerrado;104,7968;94,7593;;0,5499;31,7125;219,66;2775,0;-0,79;planilha Benfica 2001-2020 corrigida
2008;12;Mata Atlântica;135,7687;101,6095;;0,5875;31,185;142,44;25,0;-0,79;planilha Benfica 2001-2020 corrigida
2009;1;Caatinga;120,9374;97,8654;;0,4152;32,59;92,06;6300,0;-0,89;planilha Benfica 2001-2020 corrigida
2009;1;Cerrado;132,132;113,3023;;0,541;31,4467;155,47;0,0;-0,89;planilha Benfica 2001-2020 corrigida
2009;1;Mata Atlântica;147,6037;116,3736;;0,5545;28,6867;102,95;675,0;-0,89;planilha Benfica 2001-2020 corrigida
2009;2;Caatinga;129,0292;98,9197;;0,3987;31,6975;78,47;975,0;-0,84;planilha Benfica 2001-2020 corrigida
2009;2;Cerrado;150,2021;129,5828;;0,5786;30,5625;96,81;1300,0;-0,84;planilha Benfica 2001-2020 corrigida
2009;2;Mata Atlântica;157,7448;121,1622;;0,4935;31,54;46,74;600,0;-0,84;planilha Benfica 2001-2020 corrigida
2009;3;Caatinga;111,0383;84,8531;;0,3717;32,385;88,2;1500,0;-0,63;planilha Benfica 2001-2020 corrigida
2009;3;Cerrado;124,5187;113,3419;;0,5551;30,86;107,15;16800,0;-0,63;planilha Benfica 2001-2020 corrigida
2009;3;Mata Atlântica;117,1768;105,1837;;0,4565;32,54;91,73;2975,0;-0,63;planilha Benfica 2001-2020 corrigida
2009;4;Caatinga;103,9932;94,879;;0,5201;29,73;181,11;125,0;-0,35;planilha Benfica 2001-2020 corrigida
2009;4;Cerrado;105,9172;105,7303;;0,6825;29,075;237,23;3225,0;-0,35;planilha Benfica 2001-2020 corrigida
2009;4;Mata Atlântica;112,1125;108,6737;;0,6312;28,9;210,59;125,0;-0,35;planilha Benfica 2001-2020 corrigida
2009;5;Caatinga;130,6615;99,6447;;0,6113;27,3725;63,26;2450,0;0,03;planilha Benfica 2001-2020 corrigida
2009;5;Cerrado;134,1444;104,2519;;0,6336;27,3775;78,5;13725,0;0,03;planilha Benfica 2001-2020 corrigida
2009;5;Mata Atlântica;131,3021;112,851;;0,7044;25,7;131,3;0,0;0,03;planilha Benfica 2001-2020 corrigida
2009;6;Caatinga;128,7694;80,2598;;0,4647;27,84;24,19;2625,0;0,34;planilha Benfica 2001-2020 corrigida
2009;6;Cerrado;135,8706;91,9015;;0,5331;28,045;26,55;11575,0;0,34;planilha Benfica 2001-2020 corrigida
2009;6;Mata Atlântica;134,4594;104,1344;;0,6782;24,95;65,08;0,0;0,34;planilha Benfica 2001-2020 corrigida
2009;7;Caatinga;110,506;56,7781;;0,3076;30,0375;17,13;500,0;0,5;planilha Benfica 2001-2020 corrigida
2009;7;Cerrado;129,2052;69,8849;;0,3575;30,57;0,72;18525,0;0,5;planilha Benfica 2001-2020 corrigida
2009;7;Mata Atlântica;152,0938;105,1552;;0,6194;25,4125;50,4;925,0;0,5;planilha Benfica 2001-2020 corrigida
2009;8;Caatinga;85,9998;42,0878;;0,2076;33,2475;17,44;1725,0;0,56;planilha Benfica 2001-2020 corrigida
2009;8;Cerrado;101,8558;51,4736;;0,2258;33,705;2,88;38700,0;0,56;planilha Benfica 2001-2020 corrigida
2009;8;Mata Atlântica;150,0208;98,1063;;0,538;27,94;66,2;275,0;0,56;planilha Benfica 2001-2020 corrigida
2009;9;Caatinga;56,9216;31,2976;;0,1274;37,74;6,42;43600,0;0,66;planilha Benfica 2001-2020 corrigida
2009;9;Cerrado;64,5458;43,9113;;0,1664;37,65;19,31;206550,0;0,66;planilha Benfica 2001-2020 corrigida
2009;9;Mata Atlântica;150,1514;103,5662;;0,4463;31,28;26,89;2150,0;0,66;planilha Benfica 2001-2020 corrigida
2009;10;Caatinga;80,6016;67,4409;;0,3318;34,7525;168,21;11550,0;0,92;planilha Benfica 2001-2020 corrigida
2009;10;Cerrado;81,0363;79,4636;;0,5014;32,975;233,78;42775,0;0,92;planilha Benfica 2001-2020 corrigida
2009;10;Mata Atlântica;123,8425;104,0388;;0,5407;32,35;172,55;1150,0;0,92;planilha Benfica 2001-2020 corrigida
2009;11;Caatinga;106,8245;84,3496;;0,319;34,4125;20,29;5200,0;1,31;planilha Benfica 2001-2020 corrigida
2009;11;Cerrado;136,6081;111,9081;;0,4491;33,47;115,54;9525,0;1,31;planilha Benfica 2001-2020 corrigida
2009;11;Mata Atlântica;154,378;118,088;;0,4538;32,5475;34,16;7075,0;1,31;planilha Benfica 2001-2020 corrigida
2009;12;Caatinga;80,5911;72,564;;0,3452;34,0725;84,95;425,0;1,5;planilha Benfica 2001-2020 corrigida
2009;12;Cerrado;116,4427;103,3936;;0,5319;31,7675;218,01;8000,0;1,5;planilha Benfica 2001-2020 corrigida
2009;12;Mata Atlântica;111,0888;93,1908;;0,4346;33,23;49,26;8075,0;1,5;planilha Benfica 2001-2020 corrigida
2010;1;Caatinga;108,4332;89,0932;;0,4209;30,74;55,44;1075,0;1,47;planilha Benfica 2001-2020 corrigida
2010;1;Cerrado;140,445;119,3019;;0,5678;30,5433;122,67;5650,0;1,47;planilha Benfica 2001-2020 corrigida
2010;1;Mata Atlântica;119,3985;93,8757;;0,4322;32,5967;37,58;11125,0;1,47;planilha Benfica 2001-2020 corrigida
2010;2;Caatinga;88,3058;71,5093;;0,2979;33,8825;38,35;1125,0;1,21;planilha Benfica 2001-2020 corrigida
2010;2;Cerrado;143,4659;124,5836;;0,5156;31,1125;81,77;9200,0;1,21;planilha Benfica 2001-2020 corrigida
2010;2;Mata Atlântica;114,4203;91,365;;0,4211;33,84;57,52;6175,0;1,21;planilha Benfica 2001-2020 corrigida
2010;3;Caatinga;106,6179;98,4725;;0,4376;31,92;134,39;0,0;0,88;planilha Benfica 2001-2020 corrigida
2010;3;Cerrado;133,6523;130,5799;;0,6159;30,4775;212,13;11550,0;0,88;planilha Benfica 2001-2020 corrigida
2010;3;Mata Atlântica;110,8056;116,9604;;0,5609;31,445;200,45;425,0;0,88;planilha Benfica 2001-2020 corrigida
2010;4;Caatinga;129,9455;106,9301;;0,4922;29,1125;121,28;675,0;0,38;planilha Benfica 2001-2020 corrigida
2010;4;Cerrado;149,0787;120,6549;;0,5538;29,935;95,68;25150,0;0,38;planilha Benfica 2001-2020 corrigida
2010;4;Mata Atlântica;139,4158;126,7151;;0,6304;27,7525;175,53;0,0;0,38;planilha Benfica 2001-2020 corrigida
2010;5;Caatinga;105,3272;74,7619;;0,3676;30,8425;12,94;200,0;-0,16;planilha Benfica 2001-2020 corrigida
2010;5;Cerrado;123,2841;95,5945;;0,493;30,595;25,42;10775,0;-0,16;planilha Benfica 2001-2020 corrigida
2010;5;Mata Atlântica;127,7028;114,907;;0,638;27,42;56,09;0,0;-0,16;planilha Benfica 2001-2020 corrigida
2010;6;Caatinga;95,4798;50,3384;;0,2901;29,95;18,96;1425,0;-0,66;planilha Benfica 2001-2020 corrigida
2010;6;Cerrado;122,3063;65,9847;;0,357;29,7475;0,5;23675,0;-0,66;planilha Benfica 2001-2020 corrigida
2010;6;Mata Atlântica;132,278;97,5957;;0,6093;26,1625;30,41;975,0;-0,66;planilha Benfica 2001-2020 corrigida
2010;7;Caatinga;90,2814;43,9183;;0,2509;29,8475;46,03;2775,0;-0,98;planilha Benfica 2001-2020 corrigida
2010;7;Cerrado;105,9176;50,134;;0,2563;30,1625;3,06;91275,0;-0,98;planilha Benfica 2001-2020 corrigida
2010;7;Mata Atlântica;133,8174;90,5718;;0,6018;24,53;116,5;575,0;-0,98;planilha Benfica 2001-2020 corrigida
2010;8;Caatinga;84,5552;38,7393;;0,1897;32,22;13,17;12900,0;-1,24;planilha Benfica 2001-2020 corrigida
2010;8;Cerrado;84,3884;36,0586;;0,1546;33,4725;0,87;391300,0;-1,24;planilha Benfica 2001-2020 corrigida
2010;8;Mata Atlântica;145,5178;90,4319;;0,507;27,1675;40,47;575,0;-1,24;planilha Benfica 2001-2020 corrigida
2010;9;Caatinga;61,5149;30,8195;;0,1318;36,7975;10,96;49650,0;-1,43;planilha Benfica 2001-2020 corrigida
2010;9;Cerrado;51,4466;30,0164;;0,1148;38,5375;11,53;866250,0;-1,43;planilha Benfica 2001-2020 corrigida
2010;9;Mata Atlântica;144,3295;89,409;;0,437;30,6575;33,36;4075,0;-1,43;planilha Benfica 2001-2020 corrigida
2010;10;Caatinga;60,5541;44,7698;;0,186;37,3975;67,94;133975,0;-1,54;planilha Benfica 2001-2020 corrigida
2010;10;Cerrado;61,2267;60,5636;;0,2871;37,6425;133,49;410050,0;-1,54;planilha Benfica 2001-2020 corrigida
2010;10;Mata Atlântica;130,2439;97,9134;;0,4512;33,9125;68,21;2500,0;-1,54;planilha Benfica 2001-2020 corrigida
2010;11;Caatinga;78,6737;68,5884;;0,3004;35,4425;66,9;9175,0;-1,57;planilha Benfica 2001-2020 corrigida
2010;11;Cerrado;97,6297;94,5867;;0,4851;34,43;199,12;41900,0;-1,57;planilha Benfica 2001-2020 corrigida
2010;11;Mata Atlântica;127,528;106,3315;;0,5125;31,11;153,84;925,0;-1,57;planilha Benfica 2001-2020 corrigida
2010;12;Caatinga;105,381;92,0671;;0,4473;32,34;155,03;2450,0;-1,48;planilha Benfica 2001-2020 corrigida
2010;12;Cerrado;109,2134;98,3968;;0,5411;32,3775;206,54;28475,0;-1,48;planilha Benfica 2001-2020 corrigida
2010;12;Mata Atlântica;121,2301;105,6138;;0,5253;31,27;121,55;800,0;-1,48;planilha Benfica 2001-2020 corrigida
2011;1;Caatinga;122,9812;101,2813;;0,4631;30,6933;76,1;2875,0;-1,29;planilha Benfica 2001-2020 corrigida
2011;1;Cerrado;132,3475;115,5596;;0,6195;30,9167;196,15;3775,0;-1,29;planilha Benfica 2001-2020 corrigida
2011;1;Mata Atlântica;132,4358;108,0986;;0,5244;30,5233;80,36;1000,0;-1,29;planilha Benfica 2001-2020 corrigida
2011;2;Caatinga;120,5256;89,5532;;0,418;31,2375;86,45;1600,0;-1,06;planilha Benfica 2001-2020 corrigida
2011;2;Cerrado;136,5406;128,7376;;0,6267;30,2475;180,37;3050,0;-1,06;planilha Benfica 2001-2020 corrigida
2011;2;Mata Atlântica;146,2805;114,5106;;0,4793;30,8175;39,47;1950,0;-1,06;planilha Benfica 2001-2020 corrigida
2011;3;Caatinga;118,116;103,4579;;0,5198;29,555;162,56;1700,0;-0,85;planilha Benfica 2001-2020 corrigida
2011;3;Cerrado;118,5277;119,6243;;0,7;28,53;247,94;2250,0;-0,85;planilha Benfica 2001-2020 corrigida
2011;3;Mata Atlântica;113,1684;111,723;;0,5537;31,145;155,55;275,0;-0,85;planilha Benfica 2001-2020 corrigida
2011;4;Caatinga;147,5885;114,3672;;0,4947;28,7675;57,34;250,0;-0,68;planilha Benfica 2001-2020 corrigida
2011;4;Cerrado;158,0101;132,5735;;0,6304;28,68;75,79;63375,0;-0,68;planilha Benfica 2001-2020 corrigida
2011;4;Mata Atlântica;145,6617;128,9854;;0,6181;27,6375;179,32;175,0;-0,68;planilha Benfica 2001-2020 corrigida
2011;5;Caatinga;119,6309;77,1837;;0,444;28,9375;24,3;625,0;-0,5;planilha Benfica 2001-2020 corrigida
2011;5;Cerrado;145,4403;102,2281;;0,5632;29,2775;15,64;21050,0;-0,5;planilha Benfica 2001-2020 corrigida
2011;5;Mata Atlântica;141,0111;113,2635;;0,6789;25,3275;71,12;75,0;-0,5;planilha Benfica 2001-2020 corrigida
2011;6;Caatinga;99,4911;52,8032;;0,2959;30,0325;11,34;225,0;-0,34;planilha Benfica 2001-2020 corrigida
2011;6;Cerrado;125,118;76,745;;0,4309;29,6775;0,87;29425,0;-0,34;planilha Benfica 2001-2020 corrigida
2011;6;Mata Atlântica;130,5881;100,5836;;0,6307;25,3125;37,92;875,0;-0,34;planilha Benfica 2001-2020 corrigida
2011;7;Caatinga;82,4741;37,3944;;0,2033;30,6975;14,26;2400,0;-0,37;planilha Benfica 2001-2020 corrigida
2011;7;Cerrado;111,0923;53,138;;0,2703;30,985;0,58;50250,0;-0,37;planilha Benfica 2001-2020 corrigida
2011;7;Mata Atlântica;132,6612;89,1293;;0,5503;25,7925;33,42;1350,0;-0,37;planilha Benfica 2001-2020 corrigida
2011;8;Caatinga;69,5393;30,2845;;0,1416;33,4175;8,59;11025,0;-0,5;planilha Benfica 2001-2020 corrigida
2011;8;Cerrado;86,1671;39,1609;;0,165;34,7025;0,5;172925,0;-0,5;planilha Benfica 2001-2020 corrigida
2011;8;Mata Atlântica;148,1829;92,3021;;0,4825;27,735;21,15;5025,0;-0,5;planilha Benfica 2001-2020 corrigida
2011;9;Caatinga;56,0459;25,8595;;0,1136;36,075;6,21;96525,0;-0,76;planilha Benfica 2001-2020 corrigida
2011;9;Cerrado;57,5096;34,1391;;0,1376;38,0325;1,8;876400,0;-0,76;planilha Benfica 2001-2020 corrigida
2011;9;Mata Atlântica;136,7715;81,3218;;0,4302;31,3125;20,81;13450,0;-0,76;planilha Benfica 2001-2020 corrigida
2011;10;Caatinga;74,1519;52,7187;;0,2485;36,63;63,91;24225,0;-0,94;planilha Benfica 2001-2020 corrigida
2011;10;Cerrado;88,4844;79,7679;;0,3981;36,2325;145,6;109250,0;-0,94;planilha Benfica 2001-2020 corrigida
2011;10;Mata Atlântica;130,0654;87,6522;;0,5419;28,9367;93,22;275,0;-0,94;planilha Benfica 2001-2020 corrigida
2011;11;Caatinga;108,561;86,0678;;0,3872;33,255;91,69;2350,0;-1,02;planilha Benfica 2001-2020 corrigida
2011;11;Cerrado;118,954;108,0219;;0,5654;32,29;216,58;22200,0;-1,02;planilha Benfica 2001-2020 corrigida
2011;11;Mata Atlântica;147,7614;106,0848;;0,5847;30,2875;165,21;225,0;-1,02;planilha Benfica 2001-2020 corrigida
2011;12;Caatinga;105,7412;82,5718;;0,3735;33,68;83,98;4950,0;-0,92;planilha Benfica 2001-2020 corrigida
2011;12;Cerrado;125,3541;108,3052;;0,55;31,7875;235,44;1775,0;-0,92;planilha Benfica 2001-2020 corrigida
2011;12;Mata Atlântica;138,7876;105,672;;0,5548;30,675;142,22;350,0;-0,92;planilha Benfica 2001-2020 corrigida
2012;1;Caatinga;83,5427;64,5227;;0,306;31,9233;37,42;7250,0;-0,71;planilha Benfica 2001-2020 corrigida
2012;1;Cerrado;112,1602;99,7226;;0,5791;29,5567;190,0;6450,0;-0,71;planilha Benfica 2001-2020 corrigida
2012;1;Mata Atlântica;132,5033;96,8113;;0,5036;29,1133;49,9;975,0;-0,71;planilha Benfica 2001-2020 corrigida
2012;2;Caatinga;94,8272;66,5937;;0,2968;31,9733;66,88;1150,0;-0,56;planilha Benfica 2001-2020 corrigida
2012;2;Cerrado;130,4423;116,9963;;0,5625;30,34;87,52;9950,0;-0,56;planilha Benfica 2001-2020 corrigida
2012;2;Mata Atlântica;149,0359;105,4396;;0,4482;31,46;57,6;3125,0;-0,56;planilha Benfica 2001-2020 corrigida
2012;3;Caatinga;78,0785;54,6249;;0,2119;35,0567;20,36;5675,0;-0,44;planilha Benfica 2001-2020 corrigida
2012;3;Cerrado;123,1085;101,473;;0,4531;31,995;78,01;34600,0;-0,44;planilha Benfica 2001-2020 corrigida
2012;3;Mata Atlântica;133,7942;105,5217;;0,4322;32,475;34,08;1675,0;-0,44;planilha Benfica 2001-2020 corrigida
2012;4;Caatinga;53,6223;38,0527;;0,1581;34,8467;4,64;3200,0;-0,35;planilha Benfica 2001-2020 corrigida
2012;4;Cerrado;110,5091;83,4711;;0,3611;32,655;24,13;16200,0;-0,35;planilha Benfica 2001-2020 corrigida
2012;4;Mata Atlântica;119,692;94,6783;;0,4351;31,29;12,26;3000,0;-0,35;planilha Benfica 2001-2020 corrigida
2012;5;Caatinga;54,2751;31,3814;;0,1621;32,9133;20,75;2700,0;-0,18;planilha Benfica 2001-2020 corrigida
2012;5;Cerrado;94,2707;61,7045;;0,3158;31,29;21,19;32850,0;-0,18;planilha Benfica 2001-2020 corrigida
2012;5;Mata Atlântica;109,6644;85,2216;;0,5171;28,2;81,97;575,0;-0,18;planilha Benfica 2001-2020 corrigida
2012;6;Caatinga;59,6331;28,2934;;0,1621;31,7067;13,17;125,0;0,03;planilha Benfica 2001-2020 corrigida
2012;6;Cerrado;83,2645;42,6268;;0,2125;31,4275;1,48;33325,0;0,03;planilha Benfica 2001-2020 corrigida
2012;6;Mata Atlântica;119,6093;87,778;;0,5539;26,4075;53,21;2125,0;0,03;planilha Benfica 2001-2020 corrigida
2012;7;Caatinga;65,3894;26,9379;;0,1488;31,87;12,67;2525,0;0,28;planilha Benfica 2001-2020 corrigida
2012;7;Cerrado;71,4069;30,5545;;0,1413;31,9025;0,56;136450,0;0,28;planilha Benfica 2001-2020 corrigida
2012;7;Mata Atlântica;130,6114;88,6466;;0,5371;25,2675;46,74;2675,0;0,28;planilha Benfica 2001-2020 corrigida
2012;8;Caatinga;64,3662;26,2507;;0,1291;33,27;19,76;8775,0;0,39;planilha Benfica 2001-2020 corrigida
2012;8;Cerrado;61,6063;25,6223;;0,1052;34,315;1,05;311000,0;0,39;planilha Benfica 2001-2020 corrigida
2012;8;Mata Atlântica;139,7119;87,4194;;0,4754;26,5275;91,18;300,0;0,39;planilha Benfica 2001-2020 corrigida
2012;9;Caatinga;47,3868;21,6633;;0,0916;38,05;3,84;114075,0;0,37;planilha Benfica 2001-2020 corrigida
2012;9;Cerrado;21,8017;17,1771;;0,0629;39,4025;3,32;1291775,0;0,37;planilha Benfica 2001-2020 corrigida
