ano,mes,bioma,planilha,gee_v61,dif,dif_pct
2016,7,Caatinga,75.07497359753481,74.9347,-0.14,-0.19
2017,7,Mata Atlântica,127.08090751741446,127.5524,0.471,0.37
2017,7,Cerrado,95.88605507993229,95.5835,-0.303,-0.32
2017,7,Caatinga,80.73445750770374,80.2979,-0.437,-0.54
2018,7,Mata Atlântica,145.29829536912467,145.919,0.621,0.43
2018,7,Cerrado,95.90929526822664,95.5915,-0.318,-0.33
2018,7,Caatinga,76.03083886298205,75.6141,-0.417,-0.55
2019,7,Mata Atlântica,127.58896731441612,128.1361,0.547,0.43
2019,7,Cerrado,98.89257012108385,98.3228,-0.57,-0.58
2019,7,Caatinga,82.90951971625186,82.389,-0.521,-0.63
2020,7,Mata Atlântica,153.61512426227108,154.5303,0.915,0.6
2020,7,Cerrado,129.29394500077683,129.3433,0.049,0.04
2020,7,Caatinga,115.41553477650734,115.4159,0.0,0.0
2001,8,Mata Atlântica,140.50000655330732,141.8455,1.345,0.96
2001,8,Cerrado,50.842821111931656,50.8249,-0.018,-0.04
2001,8,Caatinga,70.82983498982476,71.1243,0.294,0.42
2002,8,Mata Atlântica,133.5572371641912,134.7345,1.177,0.88
2002,8,Cerrado,40.35461616687449,40.3063,-0.048,-0.12
2002,8,Caatinga,62.04582248295285,62.229,0.183,0.29
2003,8,Mata Atlântica,139.49214818926686,140.7141,1.222,0.88
2003,8,Cerrado,48.11913213318645,48.0696,-0.05,-0.1
2003,8,Caatinga,66.4253410780798,66.5686,0.143,0.22
2004,8,Mata Atlântica,159.96975095552818,161.0631,1.093,0.68
2004,8,Cerrado,66.04849457028365,65.9144,-0.134,-0.2
2004,8,Caatinga,76.20254628136587,76.11,-0.093,-0.12
2005,8,Mata Atlântica,152.35948965254047,153.4524,1.093,0.72
2005,8,Cerrado,74.64802746536563,74.434,-0.214,-0.29
2005,8,Caatinga,83.34300467349718,83.1827,-0.16,-0.19
2006,8,Mata Atlântica,156.42799760226512,157.5334,1.105,0.71
2006,8,Cerrado,84.06174953138273,83.8739,-0.188,-0.22
2006,8,Caatinga,87.4525821052879,87.2618,-0.191,-0.22
2007,8,Mata Atlântica,138.16444746839468,139.1782,1.014,0.73
2007,8,Cerrado,59.94348586682593,59.6782,-0.265,-0.44
2007,8,Caatinga,77.09916138968676,76.883,-0.216,-0.28
2008,8,Mata Atlântica,139.05102472721808,139.9829,0.932,0.67
2008,8,Cerrado,62.12476256388631,61.8573,-0.267,-0.43
2008,8,Caatinga,73.60824794220389,73.2695,-0.339,-0.46
2009,8,Mata Atlântica,150.02077205669767,150.9963,0.976,0.65
2009,8,Cerrado,101.8558008664123,101.3507,-0.505,-0.5
2009,8,Caatinga,85.99978793649186,85.5744,-0.425,-0.49
2010,8,Mata Atlântica,145.51780128830313,146.7083,1.19,0.82
2010,8,Cerrado,84.38843095436505,84.1953,-0.193,-0.23
2010,8,Caatinga,84.55523232963779,84.4895,-0.066,-0.08
2011,8,Mata Atlântica,148.1829363442568,149.2232,1.04,0.7
2011,8,Cerrado,86.16712859180763,86.0516,-0.116,-0.13
2011,8,Caatinga,69.53934925759644,69.4502,-0.089,-0.13
2012,8,Mata Atlântica,139.71193260887162,140.6581,0.946,0.68
2012,8,Cerrado,61.60634151656454,61.3829,-0.223,-0.36
2012,8,Caatinga,64.3662270877237,64.125,-0.241,-0.37
2013,8,Mata Atlântica,147.14138856871915,148.1786,1.037,0.7
2013,8,Cerrado,65.38840674163198,65.065,-0.323,-0.49
2013,8,Caatinga,68.80534553472829,68.545,-0.26,-0.38
2014,8,Mata Atlântica,148.80243763757127,149.994,1.192,0.8
2014,8,Cerrado,72.23435928063971,72.1173,-0.117,-0.16
2014,8,Caatinga,70.55784334055082,70.5425,-0.015,-0.02
2015,8,Mata Atlântica,150.48225692048524,150.8703,0.388,0.26
2015,8,Cerrado,72.24811029707007,72.2951,0.047,0.07
2015,8,Caatinga,71.36189268302093,71.2493,-0.113,-0.16
2016,8,Mata Atlântica,135.9674038494898,136.6128,0.645,0.47
2016,8,Cerrado,37.371739301503005,37.2234,-0.148,-0.4
2016,8,Caatinga,59.15001874695588,59.0244,-0.126,-0.21
2017,8,Mata Atlântica,149.18922231516783,149.984,0.795,0.53
2017,8,Cerrado,54.01883286555678,53.6807,-0.338,-0.63
2017,8,Caatinga,63.814339733419494,63.3974,-0.417,-0.65
2018,8,Mata Atlântica,133.93006136979542,134.5931,0.663,0.5
2018,8,Cerrado,65.5492787632136,65.06,-0.489,-0.75
2018,8,Caatinga,55.3435824528493,54.8709,-0.473,-0.85
2019,8,Mata Atlântica,151.06406262648846,151.6691,0.605,0.4
2019,8,Cerrado,78.78590233794115,78.1691,-0.617,-0.78
2019,8,Caatinga,75.63985988609566,74.9706,-0.669,-0.88
2020,8,Mata Atlântica,159.67608023561067,160.7843,1.108,0.69
2020,8,Cerrado,100.53955775443043,100.5695,0.03,0.03
2020,8,Caatinga,94.5332501675773,94.5368,0.004,0.0
2001,9,Mata Atlântica,148.30897706727933,149.9371,1.628,1.1
2001,9,Cerrado,3.5981981654782227,3.4221,-0.176,-4.89
2001,9,Caatinga,49.185804688328844,49.5002,0.314,0.64
2002,9,Mata Atlântica,153.37030021857208,154.9625,1.592,1.04
2002,9,Cerrado,25.821927700633164,25.7902,-0.032,-0.12
2002,9,Caatinga,56.04870771968403,56.2908,0.242,0.43
2003,9,Mata Atlântica,149.33024114196942,150.7346,1.404,0.94
2003,9,Cerrado,29.11110337647244,29.0331,-0.078,-0.27
2003,9,Caatinga,55.07210396333542,55.2542,0.182,0.33
2004,9,Mata Atlântica,154.09691127802736,155.4196,1.323,0.86
2004,9,Cerrado,34.47506971263463,34.365,-0.11,-0.32
2004,9,Caatinga,58.77771791318374,58.8247,0.047,0.08
2005,9,Mata Atlântica,150.98526915730412,152.1399,1.155,0.76
2005,9,Cerrado,41.44279689914973,41.3027,-0.14,-0.34
2005,9,Caatinga,59.314529976870624,59.2614,-0.053,-0.09
2006,9,Mata Atlântica,154.0614982373565,155.279,1.218,0.79
2006,9,Cerrado,66.468370842968,66.2888,-0.18,-0.27
2006,9,Caatinga,70.9812798195471,70.9427,-0.039,-0.05
2007,9,Mata Atlântica,145.5809122992323,146.7638,1.183,0.81
2007,9,Cerrado,31.434593337059404,31.2288,-0.206,-0.66
2007,9,Caatinga,61.1247487695419,60.9181,-0.207,-0.34
2008,9,Mata Atlântica,130.07397368263813,131.0409,0.967,0.74
2008,9,Cerrado,22.252611444148286,22.0664,-0.186,-0.84
2008,9,Caatinga,49.994838676620844,49.7134,-0.281,-0.56
2009,9,Mata Atlântica,150.1513707976917,151.2,1.049,0.7
2009,9,Cerrado,64.54575722296094,64.2043,-0.341,-0.53
2009,9,Caatinga,56.921609862219,56.6423,-0.279,-0.49
2010,9,Mata Atlântica,144.3295120484482,145.8736,1.544,1.07
2010,9,Cerrado,51.44663856644478,51.3622,-0.084,-0.16
2010,9,Caatinga,61.51485868050364,61.529,0.014,0.02
2011,9,Mata Atlântica,136.77150641260394,137.984,1.212,0.89
2011,9,Cerrado,57.50958501393241,57.4335,-0.076,-0.13
2011,9,Caatinga,56.04587880424561,55.9878,-0.058,-0.1
2012,9,Mata Atlântica,141.99156319508424,143.1592,1.168,0.82
2012,9,Cerrado,21.801718095184288,21.6759,-0.126,-0.58
2012,9,Caatinga,47.38677845317722,47.2413,-0.145,-0.31
2013,9,Mata Atlântica,147.47291479544043,148.6142,1.141,0.77
2013,9,Cerrado,32.74471587366603,32.619,-0.126,-0.38
2013,9,Caatinga,47.93646524037094,47.9058,-0.031,-0.06
2014,9,Mata Atlântica,134.26921892286757,135.4406,1.171,0.87
2014,9,Cerrado,52.939661869182636,52.9052,-0.034,-0.06
2014,9,Caatinga,58.07979228855121,58.0603,-0.019,-0.03
2015,9,Mata Atlântica,142.5294713793941,143.4892,0.96,0.67
2015,9,Cerrado,23.842303276588105,23.8537,0.011,0.05
2015,9,Caatinga,44.726482395945354,44.6862,-0.04,-0.09
2016,9,Mata Atlântica,133.18771813839814,134.193,1.005,0.75
2016,9,Cerrado,29.66998206240025,29.6144,-0.056,-0.19
2016,9,Caatinga,49.52848295534005,49.5537,0.025,0.05
2017,9,Mata Atlântica,145.04057480214794,146.0235,0.983,0.68
2017,9,Cerrado,42.451199841810144,42.2376,-0.214,-0.5
2017,9,Caatinga,62.05989387173465,61.706,-0.354,-0.57
2018,9,Mata Atlântica,135.6917867785098,136.6724,0.981,0.72
2018,9,Cerrado,31.30041968737326,31.0801,-0.22,-0.7
2018,9,Caatinga,40.759782535311786,40.4188,-0.341,-0.84
2019,9,Mata Atlântica,152.2698813851379,152.9456,0.676,0.44
2019,9,Cerrado,44.54095220608264,44.2305,-0.31,-0.7
2019,9,Caatinga,55.23448674331017,54.7104,-0.524,-0.95
2020,9,Mata Atlântica,162.20915921067342,163.4459,1.237,0.76
2020,9,Cerrado,56.37210753681849,56.4126,0.04,0.07
2020,9,Caatinga,66.43001598615015,66.4375,0.007,0.01
2001,10,Mata Atlântica,146.87055483383512,148.2268,1.356,0.92
2001,10,Cerrado,56.236278212935275,56.4236,0.187,0.33
2001,10,Caatinga,61.15106502512466,61.3882,0.237,0.39
2002,10,Mata Atlântica,136.1164266357248,137.4912,1.375,1.01
2002,10,Cerrado,14.149973164166695,13.9994,-0.151,-1.07
2002,10,Caatinga,43.598279250214595,43.7257,0.127,0.29
2003,10,Mata Atlântica,137.14280361510572,138.5085,1.366,1.0
2003,10,Cerrado,43.44495345092675,43.4241,-0.021,-0.05
2003,10,Caatinga,48.53926245274819,48.7212,0.182,0.37
2004,10,Mata Atlântica,51.30455932713214,142.589,91.284,177.93
2004,10,Cerrado,55.52937555235409,55.456,-0.073,-0.13
2004,10,Caatinga,51.30455932713214,51.3049,0.0,0.0
2005,10,Mata Atlântica,139.31129286866621,140.5711,1.26,0.9
2005,10,Cerrado,29.606937970888165,29.4048,-0.202,-0.68
2005,10,Caatinga,43.9977710317922,43.8972,-0.101,-0.23
2006,10,Mata Atlântica,139.86480341079715,140.8572,0.992,0.71
2006,10,Cerrado,88.42575044339567,88.2772,-0.149,-0.17
2006,10,Caatinga,73.34609668721596,73.292,-0.054,-0.07
2007,10,Mata Atlântica,131.4556035704029,132.6525,1.197,0.91
2007,10,Cerrado,3.2344607723458303,3.0374,-0.197,-6.09
2007,10,Caatinga,34.87730742916389,34.6937,-0.184,-0.53
2008,10,Mata Atlântica,129.28884200909368,130.3354,1.047,0.81
2008,10,Cerrado,9.44923356611186,9.262,-0.187,-1.98
2008,10,Caatinga,37.32866712680123,37.0354,-0.293,-0.78
2009,10,Mata Atlântica,123.84246735874731,124.8522,1.01,0.82
2009,10,Cerrado,81.03625876954926,80.6391,-0.397,-0.49
2009,10,Caatinga,80.60156690700128,80.3958,-0.206,-0.26
2010,10,Mata Atlântica,130.24394551503212,131.3345,1.091,0.84
2010,10,Cerrado,61.22665337656651,61.0676,-0.159,-0.26
2010,10,Caatinga,60.55407393654728,60.4385,-0.116,-0.19
2011,10,Mata Atlântica,130.0653811904661,131.2503,1.185,0.91
2011,10,Cerrado,88.4843989289901,88.434,-0.05,-0.06
2011,10,Caatinga,74.15189482897472,74.1111,-0.041,-0.06
2012,10,Mata Atlântica,119.91721226162345,120.8989,0.982,0.82
2012,10,Cerrado,28.97388152306162,28.8732,-0.101,-0.35
2012,10,Caatinga,34.46194404124089,34.3996,-0.062,-0.18
2013,10,Mata Atlântica,142.82787025222524,144.0244,1.197,0.84
2013,10,Cerrado,64.90540670329514,64.9353,0.03,0.05
2013,10,Caatinga,52.35266857793187,52.5313,0.179,0.34
2014,10,Mata Atlântica,131.9058925797287,133.0314,1.126,0.85
2014,10,Cerrado,49.863548940995585,49.7965,-0.067,-0.13
2014,10,Caatinga,47.418497880569234,47.2214,-0.197,-0.42
2015,10,Mata Atlântica,124.41545134940307,125.4077,0.992,0.8
2015,10,Cerrado,27.653532738641708,27.5224,-0.131,-0.47
2015,10,Caatinga,35.26377075426659,35.1819,-0.082,-0.23
2016,10,Mata Atlântica,143.8055868872176,144.9246,1.119,0.78
2016,10,Cerrado,49.22742313970545,48.8804,-0.347,-0.7
2016,10,Caatinga,57.130049381049055,56.8705,-0.26,-0.46
2017,10,Mata Atlântica,131.05762997714052,132.0946,1.037,0.79
2017,10,Cerrado,19.86196159456989,19.6389,-0.223,-1.12
2017,10,Caatinga,42.63941966417028,42.2028,-0.437,-1.02
2018,10,Mata Atlântica,103.2792325691663,103.9715,0.692,0.67
2018,10,Cerrado,53.871401332103865,53.4946,-0.377,-0.7
2018,10,Caatinga,40.985137883559105,40.6049,-0.38,-0.93
2019,10,Mata Atlântica,132.7383430155236,133.4715,0.733,0.55
2019,10,Cerrado,43.91854695353375,43.3435,-0.575,-1.31
2019,10,Caatinga,41.31170858911977,40.7434,-0.568,-1.37
2020,10,Mata Atlântica,112.92582523485896,113.7231,0.797,0.71
2020,10,Cerrado,58.96164662726717,59.0083,0.047,0.08
2020,10,Caatinga,49.227299847613175,49.1932,-0.034,-0.07
2001,11,Mata Atlântica,140.9388337425938,148.3619,7.423,5.27
2001,11,Cerrado,71.91369374059232,85.0236,13.11,18.23
2001,11,Caatinga,62.23926644194323,67.9367,5.697,9.15
2002,11,Mata Atlântica,140.07820639834085,141.4724,1.394,1.0
2002,11,Cerrado,48.909272688385535,48.9115,0.002,0.0
2002,11,Caatinga,63.227759191477865,63.3814,0.154,0.24
2003,11,Mata Atlântica,130.7577850249507,132.2348,1.477,1.13
2003,11,Cerrado,69.21801249379547,69.245,0.027,0.04
2003,11,Caatinga,60.18735046846433,60.4054,0.218,0.36
2004,11,Mata Atlântica,141.31013409197357,142.374,1.064,0.75
2004,11,Cerrado,71.07072250941272,71.0772,0.006,0.01
2004,11,Caatinga,70.23171491968613,70.2078,-0.024,-0.03
2005,11,Mata Atlântica,122.80565857720264,123.6843,0.879,0.72
2005,11,Cerrado,84.79617357336271,84.9838,0.188,0.22
2005,11,Caatinga,77.79542313142997,77.7395,-0.056,-0.07
2006,11,Mata Atlântica,155.22176946665817,156.3007,1.079,0.7
2006,11,Cerrado,126.5548158117218,126.8309,0.276,0.22
2006,11,Caatinga,112.44565339129817,112.408,-0.038,-0.03
2007,11,Mata Atlântica,117.67989537817475,118.7555,1.076,0.91
2007,11,Cerrado,42.70772406362299,42.5335,-0.174,-0.41
2007,11,Caatinga,51.2242592386079,51.0423,-0.182,-0.36
2008,11,Mata Atlântica,95.97049521896761,96.5806,0.61,0.64
2008,11,Cerrado,72.43547609295268,72.3055,-0.13,-0.18
2008,11,Caatinga,53.14937016821033,52.9952,-0.154,-0.29
2009,11,Mata Atlântica,154.3780358196067,155.82,1.442,0.93
2009,11,Cerrado,136.6081372942674,136.097,-0.511,-0.37
2009,11,Caatinga,106.82450936955412,106.6969,-0.128,-0.12
2010,11,Mata Atlântica,127.52804449310169,128.5437,1.016,0.8
2010,11,Cerrado,97.62966604587909,97.6284,-0.001,-0.0
2010,11,Caatinga,78.67374455675204,78.6873,0.014,0.02
2011,11,Mata Atlântica,147.76139041906472,148.9891,1.228,0.83
2011,11,Cerrado,118.954031520943,118.9612,0.007,0.01
2011,11,Caatinga,108.56099186466506,108.4859,-0.075,-0.07
2012,11,Mata Atlântica,133.79420494890348,134.419,0.625,0.47
2012,11,Cerrado,85.73481831370421,85.5224,-0.212,-0.25
2012,11,Caatinga,83.3725717568369,83.2785,-0.094,-0.11
2013,11,Mata Atlântica,140.90870549051508,142.1509,1.242,0.88
2013,11,Cerrado,91.17300603098826,91.3783,0.205,0.22
2013,11,Caatinga,60.812523509044354,60.8842,0.072,0.12
2014,11,Mata Atlântica,139.95864419781736,141.1724,1.214,0.87
2014,11,Cerrado,97.08129122470022,97.5078,0.427,0.44
2014,11,Caatinga,96.91732562317051,97.2588,0.341,0.35
2015,11,Mata Atlântica,89.40405437703103,89.8696,0.466,0.52
2015,11,Cerrado,62.204350826360404,62.0924,-0.112,-0.18
2015,11,Caatinga,35.16916149869555,34.9405,-0.229,-0.65
2016,11,Mata Atlântica,121.89788096881011,122.6866,0.789,0.65
2016,11,Cerrado,95.0034367956869,94.4085,-0.595,-0.63
2016,11,Caatinga,80.18200274151626,79.8769,-0.305,-0.38
2017,11,Mata Atlântica,121.32563249052662,122.1645,0.839,0.69
2017,11,Cerrado,92.61142215505431,91.9629,-0.649,-0.7
2017,11,Caatinga,73.69335640434592,73.291,-0.402,-0.55
2018,11,Mata Atlântica,120.45058671374768,121.2457,0.795,0.66
2018,11,Cerrado,110.41824268018813,110.1548,-0.263,-0.24
2018,11,Caatinga,78.26764365834487,78.249,-0.019,-0.02
2019,11,Mata Atlântica,117.96883516890186,118.619,0.65,0.55
2019,11,Cerrado,73.27818997713914,72.9269,-0.351,-0.48
2019,11,Caatinga,47.82892160999581,47.2758,-0.553,-1.16
2020,11,Mata Atlântica,157.8881830377278,158.9291,1.041,0.66
2020,11,Cerrado,119.4072583720569,119.4836,0.076,0.06
2020,11,Caatinga,115.32220790916588,115.2409,-0.081,-0.07
2001,12,Mata Atlântica,132.31668549136313,133.3912,1.075,0.81
2001,12,Cerrado,86.26025431491952,86.6999,0.44,0.51
2001,12,Caatinga,71.23131401724487,71.4924,0.261,0.37
2002,12,Mata Atlântica,97.52040160209089,98.3714,0.851,0.87
2002,12,Cerrado,62.908636497540385,63.0327,0.124,0.2
2002,12,Caatinga,59.40098617902646,59.5637,0.163,0.27
2003,12,Mata Atlântica,103.0807423726396,104.2562,1.175,1.14
2003,12,Cerrado,72.36862951618826,72.4919,0.123,0.17
2003,12,Caatinga,44.17994841256206,44.2541,0.074,0.17
2004,12,Mata Atlântica,144.32582383587467,145.3281,1.002,0.69
2004,12,Cerrado,93.90687986021155,94.0694,0.163,0.17
2004,12,Caatinga,83.08843512892956,83.1042,0.016,0.02
2005,12,Mata Atlântica,136.60989836610943,137.5949,0.985,0.72
2005,12,Cerrado,97.88823278975637,97.9149,0.027,0.03
2005,12,Caatinga,109.8049917145339,109.8146,0.01,0.01
2006,12,Mata Atlântica,137.39484602648687,138.3493,0.954,0.69
2006,12,Cerrado,108.3522490602433,108.2213,-0.131,-0.12
2006,12,Caatinga,91.47650863173226,91.4062,-0.07,-0.08
2007,12,Mata Atlântica,144.20706544260932,145.3375,1.13,0.78
2007,12,Cerrado,100.37675093370352,100.255,-0.122,-0.12
2007,12,Caatinga,98.96437057509787,98.7728,-0.192,-0.19
2008,12,Mata Atlântica,135.76866240957864,136.7994,1.031,0.76
2008,12,Cerrado,104.79682349119362,104.8877,0.091,0.09
2008,12,Caatinga,94.48976289004693,94.5032,0.013,0.01
2009,12,Mata Atlântica,111.0887753410611,111.992,0.903,0.81
2009,12,Cerrado,116.44265920376428,116.4166,-0.026,-0.02
2009,12,Caatinga,80.59112172433312,80.4134,-0.178,-0.22
2010,12,Mata Atlântica,121.23010338805987,122.1113,0.881,0.73
2010,12,Cerrado,109.21337087652111,109.3405,0.127,0.12
2010,12,Caatinga,105.38103139602732,105.5558,0.175,0.17
2011,12,Mata Atlântica,138.78758957792846,139.803,1.015,0.73
2011,12,Cerrado,125.35412433641979,125.3331,-0.021,-0.02
2011,12,Caatinga,105.74115644003143,105.7089,-0.032,-0.03
2012,12,Mata Atlântica,132.9830955510753,134.0114,1.028,0.77
2012,12,Cerrado,113.2944389405315,113.0691,-0.225,-0.2
2012,12,Caatinga,89.95533390076531,89.8089,-0.146,-0.16
2013,12,Mata Atlântica,100.81882861559455,101.5625,0.744,0.74
2013,12,Cerrado,93.25215281462934,93.3833,0.131,0.14
2013,12,Caatinga,75.8735749902347,76.0073,0.134,0.18
2014,12,Mata Atlântica,142.21414145892038,143.389,1.175,0.83
2014,12,Cerrado,114.0494607622572,114.45,0.401,0.35
2014,12,Caatinga,110.78550112843412,111.1622,0.377,0.34
2015,12,Mata Atlântica,94.93554918642617,95.5194,0.584,0.62
2015,12,Cerrado,68.45252104994482,68.2959,-0.157,-0.23
2015,12,Caatinga,39.21650967849272,39.0103,-0.206,-0.53
2016,12,Mata Atlântica,125.18066639425469,125.7708,0.59,0.47
2016,12,Cerrado,119.00265492618142,118.5752,-0.427,-0.36
2016,12,Caatinga,92.36970883747173,92.0098,-0.36,-0.39
2017,12,Mata Atlântica,120.53784322946983,121.4368,0.899,0.75
2017,12,Cerrado,108.68457305889547,108.3088,-0.376,-0.35
2017,12,Caatinga,82.22686559336827,81.9851,-0.242,-0.29
2018,12,Mata Atlântica,125.09242900262518,125.6454,0.553,0.44
2018,12,Cerrado,117.191245482812,116.7892,-0.402,-0.34
2018,12,Caatinga,106.01897619920238,106.0316,0.013,0.01
2019,12,Mata Atlântica,120.87885556125222,121.5565,0.678,0.56
2019,12,Cerrado,82.27558125692333,81.9483,-0.327,-0.4
2019,12,Caatinga,45.76957007383046,45.2675,-0.502,-1.1
2020,12,Mata Atlântica,159.3101040433906,160.2926,0.982,0.62
2020,12,Cerrado,118.40761510632416,118.3799,-0.028,-0.02
2020,12,Caatinga,91.9000467166907,91.7802,-0.12,-0.13
