ano,mes,bioma,psn_g_c_m2,et_mm,pet_mm,ida,lst_dia_c,precip_mm,area_queimada_ha,oni
2020,5,Cerrado,145.497,105.9568,167.6261,0.6321,28.3165,31.33,11325.0,0.04
2020,5,Mata Atlântica,134.2821,115.7955,161.0056,0.7192,25.4718,111.8817,0.0,0.04
2020,6,Caatinga,138.295,80.4805,167.7947,0.4796,26.7673,36.9385,425.0,-0.18
2020,6,Cerrado,151.1364,87.0021,165.1354,0.5269,28.3411,2.2819,12850.0,-0.18
2020,6,Mata Atlântica,141.6425,105.7798,150.2039,0.7042,24.5829,67.9848,2825.0,-0.18
2020,7,Caatinga,115.4159,56.5389,172.0321,0.3287,27.3423,32.7664,2725.0,-0.29
2020,7,Cerrado,129.3433,61.8504,172.7211,0.3581,29.5623,0.7126,14475.0,-0.29
2020,7,Mata Atlântica,154.5303,100.8565,152.1515,0.6629,23.8928,57.5674,0.0,-0.29
2020,8,Caatinga,94.5368,46.6268,204.2588,0.2283,30.2418,19.4713,4525.0,-0.43
2020,8,Cerrado,100.5695,46.1568,212.6598,0.217,33.6396,1.0384,47600.0,-0.43
2020,8,Mata Atlântica,160.7843,101.8861,170.8631,0.5963,24.4373,53.5042,1200.0,-0.43
2020,9,Caatinga,66.4375,34.4284,241.6821,0.1425,35.1415,11.9175,39575.0,-0.77
2020,9,Cerrado,56.4126,33.2589,252.1245,0.1319,38.9926,4.1792,118425.0,-0.77
2020,9,Mata Atlântica,163.4459,99.9701,211.8126,0.472,28.3701,28.3416,1975.0,-0.77
2020,10,Caatinga,49.1932,45.9234,226.4545,0.2028,38.4284,64.6789,123500.0,-1.0
2020,10,Cerrado,59.0083,60.8918,197.7326,0.308,39.7573,98.2948,423100.0,-1.0
2020,10,Mata Atlântica,113.7231,106.1791,195.1021,0.5442,30.4008,110.9577,8050.0,-1.0
2020,11,Caatinga,115.2409,100.4932,231.9175,0.4333,30.9398,161.6389,150.0,-1.11
2020,11,Cerrado,119.4836,99.7203,214.9076,0.464,33.653,184.8478,33700.0,-1.11
2020,11,Mata Atlântica,158.9291,127.3553,226.4603,0.5624,28.8086,143.526,0.0,-1.11
2020,12,Caatinga,91.7802,85.3593,236.755,0.3605,32.5865,15.2766,4250.0,-1.06
2020,12,Cerrado,118.3799,95.6047,221.9091,0.4308,34.2283,102.846,10450.0,-1.06
2020,12,Mata Atlântica,160.2926,121.0091,234.1872,0.5167,29.5635,24.4117,275.0,-1.06
2021,1,Caatinga,75.4736,69.2335,228.8373,0.3025,32.8956,50.5572,5500.0,-0.99
2021,1,Cerrado,129.5735,103.3085,222.207,0.4649,31.8383,118.2898,2925.0,-0.99
2021,1,Mata Atlântica,143.7253,103.5387,224.637,0.4609,29.6128,53.4475,1325.0,-0.99
2021,2,Caatinga,86.4771,78.3583,218.2045,0.3591,32.572,116.3057,250.0,-0.85
2021,2,Cerrado,127.3835,113.7485,201.5446,0.5644,29.8852,249.5516,6700.0,-0.85
2021,2,Mata Atlântica,122.0704,105.3506,212.0784,0.4968,29.9363,78.3479,1350.0,-0.85
2021,3,Caatinga,94.4134,77.3637,239.4985,0.323,32.4448,18.6199,3750.0,-0.74
2021,3,Cerrado,131.3536,105.4638,215.4323,0.4895,29.9928,57.0582,28375.0,-0.74
2021,3,Mata Atlântica,130.9141,108.4047,231.6974,0.4679,30.6918,26.4486,6725.0,-0.74
2021,4,Caatinga,85.7869,68.4636,198.1459,0.3455,31.6728,98.4167,1300.0,-0.56
2021,4,Cerrado,105.6911,89.0662,186.6316,0.4772,30.5203,129.1754,15850.0,-0.56
2021,4,Mata Atlântica,116.2416,102.83,186.9418,0.5501,29.6059,108.9475,2825.0,-0.56
2021,5,Caatinga,92.6354,61.5861,184.9377,0.333,29.9117,14.8572,3800.0,-0.4
2021,5,Cerrado,110.7702,66.493,182.373,0.3646,30.0625,0.8986,7400.0,-0.4
2021,5,Mata Atlântica,121.9457,98.6442,162.5002,0.607,26.942,27.1104,2400.0,-0.4
2021,6,Caatinga,78.3024,40.8817,175.9965,0.2323,29.4558,12.5886,3675.0,-0.31
2021,6,Cerrado,92.4194,47.39,179.1035,0.2646,30.111,1.3549,15625.0,-0.31
2021,6,Mata Atlântica,116.521,82.7885,143.325,0.5776,24.5776,43.7192,1425.0,-0.31
2021,7,Caatinga,76.6207,36.0781,183.9987,0.1961,29.9948,28.4764,8975.0,-0.35
2021,7,Cerrado,79.0526,33.3662,196.481,0.1698,31.1998,0.6984,25750.0,-0.35
2021,7,Mata Atlântica,120.9511,77.0612,144.5529,0.5331,25.9046,57.0022,2225.0,-0.35
2021,8,Caatinga,72.9987,32.559,210.0499,0.155,32.0849,16.038,24900.0,-0.46
2021,8,Cerrado,63.4821,28.2425,222.9235,0.1267,34.503,1.2133,163175.0,-0.46
2021,8,Mata Atlântica,132.0246,79.9077,167.8834,0.476,25.6444,42.7344,875.0,-0.46
2021,9,Caatinga,42.4019,23.944,246.6504,0.0971,37.5579,3.1363,223350.0,-0.64
2021,9,Cerrado,6.914,15.9752,262.5397,0.0608,40.7382,4.1192,741000.0,-0.64
2021,9,Mata Atlântica,127.3496,88.4653,213.039,0.4153,30.6773,32.5672,7200.0,-0.64
2021,10,Caatinga,44.8707,38.6939,226.2289,0.171,38.3254,71.8032,238025.0,-0.77
2021,10,Cerrado,46.8447,46.0221,214.5536,0.2145,38.8749,96.5092,283550.0,-0.77
2021,10,Mata Atlântica,111.4732,96.8221,201.3508,0.4809,30.312,90.3669,11325.0,-0.77
2021,11,Caatinga,111.284,98.1988,219.623,0.4471,31.7556,168.0466,200.0,-0.91
2021,11,Cerrado,112.4123,104.5195,193.8349,0.5392,33.1292,226.687,5275.0,-0.91
2021,11,Mata Atlântica,139.1046,125.8333,206.4592,0.6095,28.7671,185.2916,475.0,-0.91
2021,12,Caatinga,107.7479,99.0133,183.8738,0.5385,29.629,291.3157,0.0,-0.83
2021,12,Cerrado,99.203,101.5012,155.1941,0.654,29.1029,426.7546,0.0,-0.83
2021,12,Mata Atlântica,123.3948,118.1455,180.1444,0.6558,27.6434,386.0143,0.0,-0.83
2022,1,Caatinga,142.1538,110.0323,204.6756,0.5376,28.4126,108.7796,675.0,-0.76
2022,1,Cerrado,134.7881,114.7998,174.8332,0.6566,28.2083,206.0885,1550.0,-0.76
2022,1,Mata Atlântica,151.1328,114.4473,204.8164,0.5588,28.3674,91.0464,0.0,-0.76
2022,2,Caatinga,135.8298,110.5182,222.2778,0.4972,29.0485,61.4947,1200.0,-0.68
2022,2,Cerrado,146.209,125.9784,199.6266,0.6311,28.5695,157.9377,20850.0,-0.68
2022,2,Mata Atlântica,146.2795,120.12,216.0202,0.5561,29.109,61.443,100.0,-0.68
2022,3,Caatinga,138.3641,101.4641,227.2333,0.4465,28.8776,62.6648,925.0,-0.77
2022,3,Cerrado,167.3664,129.8125,216.9268,0.5984,30.4321,68.3965,33050.0,-0.77
2022,3,Mata Atlântica,159.4006,124.3349,222.1511,0.5597,27.142,99.5318,0.0,-0.77
2022,4,Caatinga,107.1788,78.4097,213.8607,0.3666,30.2616,57.7407,2500.0,-0.86
2022,4,Cerrado,144.0779,102.4785,208.6056,0.4913,31.2699,48.2092,13875.0,-0.86
2022,4,Mata Atlântica,135.491,114.8382,197.6644,0.581,27.7022,106.3539,1975.0,-0.86
2022,5,Caatinga,94.75,57.7655,181.5166,0.3182,29.0113,15.5536,800.0,-0.83
2022,5,Cerrado,125.463,70.9985,180.5089,0.3933,29.8757,3.7294,10950.0,-0.83
2022,5,Mata Atlântica,131.7111,102.7227,162.2834,0.633,25.586,44.6947,2625.0,-0.83
2022,6,Caatinga,85.8919,43.2092,175.6905,0.2459,28.4035,15.9237,1925.0,-0.73
2022,6,Cerrado,100.286,48.4677,175.582,0.276,29.8696,0.2651,13100.0,-0.73
2022,6,Mata Atlântica,131.5401,89.8218,148.8116,0.6036,24.8622,22.272,1275.0,-0.73
2022,7,Caatinga,80.9318,35.1849,183.465,0.1918,28.16,29.4536,3550.0,-0.7
2022,7,Cerrado,89.1673,38.5099,191.6562,0.2009,30.1586,1.0983,29475.0,-0.7
2022,7,Mata Atlântica,130.4395,81.0517,148.6791,0.5451,23.8658,65.1658,300.0,-0.7
2022,8,Caatinga,72.9901,31.2517,210.9775,0.1481,30.7933,18.0066,28450.0,-0.78
2022,8,Cerrado,70.7497,29.2404,223.4133,0.1309,33.5324,0.3431,74600.0,-0.78
2022,8,Mata Atlântica,134.0317,81.7841,166.2832,0.4918,25.5611,43.2348,1525.0,-0.78
2022,9,Caatinga,52.8752,27.97,244.3134,0.1145,35.9679,9.2896,52975.0,-0.87
2022,9,Cerrado,34.5768,26.0368,247.4626,0.1052,38.438,22.0176,201750.0,-0.87
2022,9,Mata Atlântica,138.0261,92.3055,205.4075,0.4494,29.065,35.5644,875.0,-0.87
2022,10,Caatinga,55.3192,36.9364,232.4202,0.1589,37.1072,23.0186,125725.0,-0.89
2022,10,Cerrado,51.0076,44.6716,228.6782,0.1953,35.5504,40.0382,293375.0,-0.89
2022,10,Mata Atlântica,132.0442,95.2811,212.5949,0.4482,28.7749,49.8923,1025.0,-0.89
2022,11,Caatinga,108.3184,92.6661,194.7479,0.4758,30.1072,231.7824,0.0,-0.82
2022,11,Cerrado,101.9811,99.8417,166.3469,0.6002,30.8322,308.8036,11475.0,-0.82
2022,11,Mata Atlântica,112.1597,108.4415,175.1424,0.6192,28.3527,252.6554,225.0,-0.82
2022,12,Caatinga,126.3582,103.8672,193.9561,0.5355,28.5921,189.0139,600.0,-0.7
2022,12,Cerrado,110.5428,104.6454,161.1767,0.6493,29.7678,245.5946,4050.0,-0.7
2022,12,Mata Atlântica,125.1141,109.4292,173.2742,0.6315,27.6883,257.8547,100.0,-0.7
2023,1,Caatinga,140.7608,106.3529,210.3156,0.5057,28.2352,91.9237,1750.0,-0.55
2023,1,Cerrado,140.8879,117.2748,185.6843,0.6316,28.709,203.7327,6525.0,-0.55
2023,1,Mata Atlântica,159.6314,122.7509,201.9253,0.6079,27.3623,88.0813,100.0,-0.55
2023,2,Caatinga,137.1435,102.311,247.0045,0.4142,30.0305,25.4505,325.0,-0.33
2023,2,Cerrado,179.1981,136.9073,228.9148,0.5981,29.5012,39.869,14275.0,-0.33
2023,2,Mata Atlântica,175.9883,125.6731,237.8721,0.5283,28.4133,42.346,675.0,-0.33
2023,3,Caatinga,110.6402,81.0754,229.0247,0.354,30.3314,68.3474,1000.0,-0.11
2023,3,Cerrado,140.5427,117.3411,198.8415,0.5901,30.0159,118.3996,18050.0,-0.11
2023,3,Mata Atlântica,162.2011,117.0984,229.6951,0.5098,27.3224,66.318,125.0,-0.11
2023,4,Caatinga,102.5632,76.3607,210.8876,0.3621,29.9888,41.2318,1125.0,0.19
2023,4,Cerrado,136.6678,101.044,196.3873,0.5145,30.1957,62.9802,9125.0,0.19
2023,4,Mata Atlântica,129.2168,114.7308,195.6199,0.5865,27.5728,120.8549,675.0,0.19
2023,5,Caatinga,100.8068,66.5668,178.0639,0.3738,28.0136,51.8771,1525.0,0.46
2023,5,Cerrado,136.5213,88.7802,179.141,0.4956,28.9246,20.6235,15600.0,0.46
2023,5,Mata Atlântica,131.9808,104.0803,161.8748,0.643,24.7724,67.7027,925.0,0.46
2023,6,Caatinga,92.0555,48.3316,171.3387,0.2821,27.7558,22.4815,1550.0,0.73
2023,6,Cerrado,115.6054,62.6494,172.3263,0.3636,28.9298,0.961,17000.0,0.73
2023,6,Mata Atlântica,134.9036,93.9908,146.0301,0.6436,23.8514,51.7528,1675.0,0.73
2023,7,Caatinga,78.2411,36.525,183.7009,0.1988,28.7935,15.5573,10675.0,1.0
2023,7,Cerrado,89.185,40.9886,189.4176,0.2164,30.103,1.1156,20550.0,1.0
2023,7,Mata Atlântica,132.1512,86.4808,147.8307,0.585,23.9738,49.9128,400.0,1.0
2023,8,Caatinga,58.829,27.501,215.6897,0.1275,31.9381,14.1969,6200.0,1.25
2023,8,Cerrado,62.0203,30.7582,218.386,0.1408,33.436,16.4325,66125.0,1.25
2023,8,Mata Atlântica,136.9226,88.0487,176.7802,0.4981,26.2186,38.2334,1625.0,1.25
2023,9,Caatinga,42.4103,24.0841,248.028,0.0971,35.6051,10.8124,59775.0,1.5
2023,9,Cerrado,33.381,27.4977,252.3079,0.109,37.8655,10.5787,159200.0,1.5
2023,9,Mata Atlântica,142.1113,92.8065,210.9534,0.4399,28.1773,27.4001,1725.0,1.5
2023,10,Caatinga,34.889,24.1654,256.7722,0.0941,37.7768,7.6566,118350.0,1.74
2023,10,Cerrado,38.8737,39.7086,242.7275,0.1636,38.7774,34.2868,227175.0,1.74
2023,10,Mata Atlântica,119.6809,87.9519,226.6746,0.388,31.8641,23.2603,7150.0,1.74
2023,11,Caatinga,28.4703,29.9254,264.8006,0.113,38.1635,37.0456,24100.0,1.9
2023,11,Cerrado,38.7775,41.8953,265.3821,0.1579,37.6915,63.148,31450.0,1.9
2023,11,Mata Atlântica,113.2444,86.4963,250.1933,0.3457,33.8259,15.3486,39275.0,1.9
2023,12,Caatinga,32.8023,31.7306,222.0613,0.1429,36.2147,55.9401,15925.0,1.99
2023,12,Cerrado,40.758,46.3767,221.4696,0.2094,35.6335,94.1158,18825.0,1.99
2023,12,Mata Atlântica,90.8254,78.6463,217.1317,0.3622,32.879,85.7138,16775.0,1.99
2024,1,Caatinga,73.842,65.5133,210.2518,0.3116,33.1115,225.8716,1875.0,1.84
2024,1,Cerrado,96.8224,91.2835,192.0975,0.4752,31.9217,272.0337,6900.0,1.84
2024,1,Mata Atlântica,91.1168,90.5586,205.5047,0.4407,30.6851,273.6038,3725.0,1.84
2024,2,Caatinga,121.7954,102.3041,215.2568,0.4753,28.525,162.1859,50.0,1.53
2024,2,Cerrado,130.8513,118.0541,199.3592,0.5922,27.9214,200.2543,10450.0,1.53
2024,2,Mata Atlântica,130.7425,117.0616,207.5999,0.5639,27.785,177.7887,0.0,1.53
2024,3,Caatinga,125.0176,113.7391,243.8622,0.4664,28.8499,46.0212,5000.0,1.18
2024,3,Cerrado,140.012,116.4082,232.8266,0.5,29.5964,97.4008,46200.0,1.18
2024,3,Mata Atlântica,132.1963,123.8018,235.865,0.5249,28.3482,69.6629,0.0,1.18
2024,4,Caatinga,115.8023,103.0055,210.7177,0.4888,27.6384,83.6508,200.0,0.77
2024,4,Cerrado,130.1207,104.1081,205.7343,0.506,29.2096,89.9142,14825.0,0.77
2024,4,Mata Atlântica,136.5176,122.5515,200.0542,0.6126,26.3951,142.244,0.0,0.77
2024,5,Caatinga,108.9349,74.3615,189.3161,0.3928,27.7851,22.5076,525.0,0.43
2024,5,Cerrado,105.0346,69.6544,193.8739,0.3593,29.5331,2.0889,7775.0,0.43
2024,5,Mata Atlântica,131.295,108.8932,175.2921,0.6212,25.9982,48.6356,0.0,0.43
2024,6,Caatinga,96.3152,51.7149,173.3166,0.2984,26.3553,35.8393,3900.0,0.18
2024,6,Cerrado,89.2582,44.1601,183.8388,0.2402,28.2009,3.8901,9575.0,0.18
2024,6,Mata Atlântica,132.6019,96.7646,150.3128,0.6438,23.7557,86.515,550.0,0.18
2024,7,Caatinga,90.449,37.7941,183.2316,0.2063,26.4129,15.0394,4400.0,0.06
2024,7,Cerrado,79.3255,32.0156,196.4249,0.163,28.7416,0.6758,14200.0,0.06
2024,7,Mata Atlântica,130.6866,82.3295,150.9018,0.5456,23.6465,34.6308,600.0,0.06
2024,8,Caatinga,70.6383,30.3009,212.2694,0.1427,29.5603,16.8086,16075.0,-0.04
2024,8,Cerrado,48.2179,23.1336,228.7685,0.1011,32.3251,1.6479,98175.0,-0.04
2024,8,Mata Atlântica,144.8861,89.6206,175.5784,0.5104,24.8303,45.9278,1550.0,-0.04
2024,9,Caatinga,57.0734,24.8506,245.452,0.1012,32.6424,2.8441,21500.0,-0.12
2024,9,Cerrado,20.0658,16.4084,256.714,0.0639,36.3239,0.5446,415250.0,-0.12
2024,9,Mata Atlântica,142.8133,87.7044,211.5537,0.4146,27.27,18.9709,1700.0,-0.12
2024,10,Caatinga,41.3372,31.8823,248.2231,0.1284,35.3626,42.1722,28000.0,-0.19
2024,10,Cerrado,30.5643,32.2698,228.8901,0.141,35.7976,118.4648,252550.0,-0.19
2024,10,Mata Atlântica,117.9204,89.8158,215.4577,0.4169,29.9619,46.3587,1750.0,-0.19
2024,11,Caatinga,71.1503,66.8253,238.06,0.2807,32.7289,102.6643,2475.0,-0.29
2024,11,Cerrado,94.9361,83.4999,219.4646,0.3805,31.9762,206.1344,53125.0,-0.29
2024,11,Mata Atlântica,134.9953,105.8382,228.2082,0.4638,29.0111,144.7655,1025.0,-0.29
2024,12,Caatinga,57.8838,61.3628,231.7359,0.2648,32.6396,30.5499,9600.0,-0.43
2024,12,Cerrado,83.2495,85.0017,202.1269,0.4205,30.6188,120.6283,2050.0,-0.43
2024,12,Mata Atlântica,120.8973,98.5217,226.0377,0.4359,28.9876,27.8037,4175.0,-0.43
2025,1,Caatinga,82.6815,69.8028,211.8512,0.3295,29.6499,131.9072,450.0,-0.46
2025,1,Cerrado,113.1227,102.0424,192.8818,0.529,27.9251,216.5941,3625.0,-0.46
2025,1,Mata Atlântica,116.5939,101.2296,202.4796,0.4999,28.3637,114.8697,850.0,-0.46
2025,2,Caatinga,111.0613,85.5591,246.8461,0.3466,28.4504,24.3758,100.0,-0.22
2025,2,Cerrado,138.6054,106.7813,230.0279,0.4642,27.6365,57.5989,10400.0,-0.22
2025,2,Mata Atlântica,162.5584,108.0214,244.0271,0.4427,26.5991,51.4994,0.0,-0.22
2025,3,Caatinga,69.7134,55.7865,242.0113,0.2305,29.788,20.3321,2025.0,-0.08
2025,3,Cerrado,78.5307,68.0898,233.0912,0.2921,29.3642,69.2327,18400.0,-0.08
2025,3,Mata Atlântica,139.0962,105.3423,230.9426,0.4561,26.3057,51.6546,0.0,-0.08
2025,4,Caatinga,68.4308,57.1771,217.8298,0.2625,30.3743,56.6659,225.0,0.02
2025,4,Cerrado,90.1775,77.3947,208.0822,0.3719,28.1957,72.286,2625.0,0.02
2025,4,Mata Atlântica,113.4156,101.914,197.4758,0.5161,26.4468,86.2296,0.0,0.02
2025,5,Caatinga,107.1164,60.4812,182.2066,0.3319,26.6377,80.2584,1075.0,-0.04
2025,5,Cerrado,117.6235,68.4502,186.9037,0.3662,26.3517,25.3051,14750.0,-0.04
2025,5,Mata Atlântica,142.6149,104.0607,160.6404,0.6478,23.6382,127.9292,1975.0,-0.04
2025,6,Caatinga,89.081,39.7323,173.1551,0.2295,25.7821,23.495,2075.0,-0.02
2025,6,Cerrado,84.7022,38.7588,184.7737,0.2098,26.2287,0.707,17800.0,-0.02
2025,6,Mata Atlântica,143.5284,89.6347,143.9232,0.6228,22.5139,40.7939,1350.0,-0.02
2025,7,Caatinga,87.3908,33.1813,179.3899,0.185,25.8838,14.2213,4625.0,-0.11
2025,7,Cerrado,79.4404,27.2678,195.9982,0.1391,27.1017,0.679,39725.0,-0.11
2025,7,Mata Atlântica,153.7669,87.1631,144.2506,0.6042,22.0856,37.7792,3000.0,-0.11
2025,8,Caatinga,70.8081,25.9622,212.3732,0.1222,27.6707,13.7302,25375.0,-0.26
2025,8,Cerrado,50.3767,20.8007,231.2444,0.09,29.3503,2.3065,114375.0,-0.26
2025,8,Mata Atlântica,150.5593,80.9974,171.5607,0.4721,22.7813,32.4958,825.0,-0.26
2025,9,Caatinga,54.984,21.0891,246.1377,0.0857,30.8077,10.4799,69175.0,-0.43
2025,9,Cerrado,19.3704,15.7058,263.2997,0.0597,33.5595,4.0557,330000.0,-0.43
2025,9,Mata Atlântica,150.3856,79.0542,207.28,0.3814,25.1683,33.4725,2725.0,-0.43
2025,10,Caatinga,46.0701,23.1219,250.7562,0.0922,33.3615,,41300.0,-0.57
2025,10,Cerrado,23.3365,21.2525,250.7405,0.0848,35.1868,,309600.0,-0.57
2025,10,Mata Atlântica,134.5004,83.0114,215.346,0.3855,26.2922,,2175.0,-0.57
2025,11,Caatinga,75.4927,57.6409,209.5345,0.2751,31.5094,,5025.0,-0.61
2025,11,Cerrado,84.4095,74.6588,180.17,0.4144,31.9654,,41725.0,-0.61
2025,11,Mata Atlântica,133.1841,100.5829,195.8489,0.5136,26.3084,,250.0,-0.61
2025,12,Caatinga,99.7467,69.5261,206.5678,0.3366,29.418,,4850.0,-0.6
2025,12,Cerrado,128.1676,100.2602,176.8393,0.567,28.7363,,21575.0,-0.6
2025,12,Mata Atlântica,144.3913,96.4697,198.0127,0.4872,26.2234,,50.0,-0.6
