ano,mes,bioma,variavel,fonte,planilha,gee,erro_pct
2008,4,Caatinga,ida,GEE,0.5463,0.5593,2.3848
2009,4,Mata Atlântica,ida,GEE,0.6312,0.6219,-1.4716
2009,4,Cerrado,ida,GEE,0.6825,0.6865,0.5793
2009,4,Caatinga,ida,GEE,0.5201,0.515,-0.9782
2010,4,Mata Atlântica,ida,GEE,0.6304,0.6449,2.2958
2010,4,Cerrado,ida,GEE,0.5538,0.5663,2.2518
2010,4,Caatinga,ida,GEE,0.4922,0.5069,2.986
2011,4,Mata Atlântica,ida,GEE,0.6181,0.6314,2.1548
2011,4,Cerrado,ida,GEE,0.6304,0.6432,2.0276
2011,4,Caatinga,ida,GEE,0.4947,0.5133,3.7494
2012,4,Mata Atlântica,ida,GEE,0.4351,0.4497,3.3578
2012,4,Cerrado,ida,GEE,0.3611,0.3691,2.207
2012,4,Caatinga,ida,GEE,0.1581,0.16,1.2175
2013,4,Mata Atlântica,ida,GEE,0.543,0.5522,1.6865
2013,4,Cerrado,ida,GEE,0.5206,0.5326,2.3089
2013,4,Caatinga,ida,GEE,0.2989,0.3015,0.8748
2014,4,Mata Atlântica,ida,GEE,0.5307,0.544,2.5146
2014,4,Cerrado,ida,GEE,0.5499,0.5611,2.0394
2014,4,Caatinga,ida,GEE,0.3781,0.3852,1.8705
2015,4,Mata Atlântica,ida,GEE,0.535,0.5463,2.1052
2015,4,Cerrado,ida,GEE,0.5469,0.5588,2.1828
2015,4,Caatinga,ida,GEE,0.3482,0.3536,1.5653
2016,4,Mata Atlântica,ida,GEE,0.4217,0.4346,3.056
2016,4,Cerrado,ida,GEE,0.3111,0.3182,2.2803
2016,4,Caatinga,ida,GEE,0.2635,0.265,0.574
2017,4,Mata Atlântica,ida,GEE,0.5362,0.5493,2.4437
2017,4,Cerrado,ida,GEE,0.5039,0.5186,2.9101
2017,4,Caatinga,ida,GEE,0.3227,0.3279,1.608
2018,4,Mata Atlântica,ida,GEE,0.5916,0.5911,-0.0921
2018,4,Cerrado,ida,GEE,0.6068,0.6218,2.476
2018,4,Caatinga,ida,GEE,0.4456,0.4511,1.2313
2019,4,Mata Atlântica,ida,GEE,0.6102,0.6119,0.2722
2019,4,Cerrado,ida,GEE,0.5659,0.5799,2.4693
2019,4,Caatinga,ida,GEE,0.4726,0.4788,1.3111
2020,4,Mata Atlântica,ida,GEE,0.6429,0.6532,1.6095
2020,4,Cerrado,ida,GEE,0.6354,0.6541,2.936
2020,4,Caatinga,ida,GEE,0.5809,0.5979,2.9332
2001,5,Mata Atlântica,ida,GEE,0.6082,0.6145,1.0343
2001,5,Cerrado,ida,GEE,0.1978,0.2017,1.9834
2001,5,Caatinga,ida,GEE,0.2181,0.2178,-0.1345
2002,5,Mata Atlântica,ida,GEE,0.586,0.59,0.6751
2002,5,Cerrado,ida,GEE,0.1705,0.1732,1.5813
2002,5,Caatinga,ida,GEE,0.2537,0.2456,-3.1846
2003,5,Mata Atlântica,ida,GEE,0.6079,0.6244,2.7107
2003,5,Cerrado,ida,GEE,0.357,0.3686,3.2502
2003,5,Caatinga,ida,GEE,0.3143,0.317,0.8491
2004,5,Mata Atlântica,ida,GEE,0.6571,0.6634,0.9595
2004,5,Cerrado,ida,GEE,0.4667,0.4797,2.7887
2004,5,Caatinga,ida,GEE,0.4194,0.4288,2.2516
2005,5,Mata Atlântica,ida,GEE,0.6521,0.6661,2.1458
2005,5,Cerrado,ida,GEE,0.5168,0.5315,2.839
2005,5,Caatinga,ida,GEE,0.5006,0.5128,2.4303
2006,5,Mata Atlântica,ida,GEE,0.6697,0.6847,2.2345
2006,5,Cerrado,ida,GEE,0.5593,0.5752,2.8502
2006,5,Caatinga,ida,GEE,0.5615,0.5741,2.2417
2007,5,Mata Atlântica,ida,GEE,0.6739,0.6547,-2.845
2007,5,Cerrado,ida,GEE,0.2938,0.2725,-7.2453
2007,5,Caatinga,ida,GEE,0.334,0.3128,-6.3382
2008,5,Mata Atlântica,ida,GEE,0.5664,0.5877,3.7598
2008,5,Cerrado,ida,GEE,0.4316,0.4456,3.2474
2008,5,Caatinga,ida,GEE,0.4574,0.4722,3.2397
2009,5,Mata Atlântica,ida,GEE,0.7044,0.7154,1.557
2009,5,Cerrado,ida,GEE,0.6336,0.6444,1.7089
2009,5,Caatinga,ida,GEE,0.6113,0.6158,0.7414
2010,5,Mata Atlântica,ida,GEE,0.638,0.6581,3.1584
2010,5,Cerrado,ida,GEE,0.493,0.5037,2.1683
2010,5,Caatinga,ida,GEE,0.3676,0.3785,2.9532
2011,5,Mata Atlântica,ida,GEE,0.6789,0.69,1.6375
2011,5,Cerrado,ida,GEE,0.5632,0.5751,2.1104
2011,5,Caatinga,ida,GEE,0.444,0.4474,0.7672
2012,5,Mata Atlântica,ida,GEE,0.5171,0.5298,2.4588
2012,5,Cerrado,ida,GEE,0.3158,0.3211,1.6918
2012,5,Caatinga,ida,GEE,0.1621,0.1603,-1.1064
2013,5,Mata Atlântica,ida,GEE,0.6111,0.6303,3.1466
2013,5,Cerrado,ida,GEE,0.4059,0.4152,2.2804
2013,5,Caatinga,ida,GEE,0.2807,0.2829,0.7758
2014,5,Mata Atlântica,ida,GEE,0.5761,0.5954,3.3501
2014,5,Cerrado,ida,GEE,0.5089,0.519,1.9896
2014,5,Caatinga,ida,GEE,0.3462,0.3513,1.4643
2015,5,Mata Atlântica,ida,GEE,0.6481,0.6572,1.4013
2015,5,Cerrado,ida,GEE,0.5534,0.5683,2.6924
2015,5,Caatinga,ida,GEE,0.3946,0.3966,0.5124
2016,5,Mata Atlântica,ida,GEE,0.4865,0.5051,3.8182
2016,5,Cerrado,ida,GEE,0.2395,0.2453,2.4338
2016,5,Caatinga,ida,GEE,0.2266,0.2283,0.7618
2017,5,Mata Atlântica,ida,GEE,0.6209,0.643,3.5619
2017,5,Cerrado,ida,GEE,0.3795,0.3905,2.8938
2017,5,Caatinga,ida,GEE,0.2557,0.2561,0.162
2018,5,Mata Atlântica,ida,GEE,0.6382,0.6535,2.3985
2018,5,Cerrado,ida,GEE,0.4558,0.469,2.903
2018,5,Caatinga,ida,GEE,0.3237,0.3269,0.9884
2019,5,Mata Atlântica,ida,GEE,0.6486,0.667,2.8384
2019,5,Cerrado,ida,GEE,0.4924,0.5055,2.6573
2019,5,Caatinga,ida,GEE,0.3582,0.3673,2.5514
2020,5,Mata Atlântica,ida,GEE,0.71,0.7192,1.2926
2020,5,Cerrado,ida,GEE,0.6143,0.6321,2.8909
2020,5,Caatinga,ida,GEE,0.5969,0.6092,2.0689
2001,6,Mata Atlântica,ida,GEE,0.6489,0.6041,-6.9078
2001,6,Cerrado,ida,GEE,0.1902,0.184,-3.2541
2001,6,Caatinga,ida,GEE,0.237,0.2107,-11.0921
2002,6,Mata Atlântica,ida,GEE,0.6221,0.6086,-2.1735
2002,6,Cerrado,ida,GEE,0.1589,0.1599,0.6146
2002,6,Caatinga,ida,GEE,0.2468,0.2254,-8.6791
2003,6,Mata Atlântica,ida,GEE,0.5998,0.6246,4.1292
2003,6,Cerrado,ida,GEE,0.2453,0.2505,2.1283
2003,6,Caatinga,ida,GEE,0.2676,0.263,-1.7327
2004,6,Mata Atlântica,ida,GEE,0.6692,0.6745,0.7914
2004,6,Cerrado,ida,GEE,0.3591,0.3664,2.0406
2004,6,Caatinga,ida,GEE,0.3399,0.3375,-0.6938
2005,6,Mata Atlântica,ida,GEE,0.6821,0.6962,2.0707
2005,6,Cerrado,ida,GEE,0.4181,0.429,2.5963
2005,6,Caatinga,ida,GEE,0.392,0.3941,0.5308
2006,6,Mata Atlântica,ida,GEE,0.6918,0.6997,1.1481
2006,6,Cerrado,ida,GEE,0.4604,0.4739,2.9414
2006,6,Caatinga,ida,GEE,0.4428,0.4393,-0.7796
2007,6,Mata Atlântica,ida,GEE,0.567,0.6083,7.2918
2007,6,Cerrado,ida,GEE,0.2009,0.1951,-2.889
2007,6,Caatinga,ida,GEE,0.2585,0.2438,-5.6732
2008,6,Mata Atlântica,ida,GEE,0.5821,0.6037,3.7073
2008,6,Cerrado,ida,GEE,0.3052,0.3141,2.9122
2008,6,Caatinga,ida,GEE,0.3248,0.3313,1.9951
2009,6,Mata Atlântica,ida,GEE,0.6782,0.691,1.8911
2009,6,Cerrado,ida,GEE,0.5331,0.5438,2.0144
2009,6,Caatinga,ida,GEE,0.4647,0.4713,1.4284
2010,6,Mata Atlântica,ida,GEE,0.6093,0.6344,4.1218
2010,6,Cerrado,ida,GEE,0.357,0.3633,1.7525
2010,6,Caatinga,ida,GEE,0.2901,0.2889,-0.4012
2011,6,Mata Atlântica,ida,GEE,0.6307,0.6539,3.6802
2011,6,Cerrado,ida,GEE,0.4309,0.4416,2.489
2011,6,Caatinga,ida,GEE,0.2959,0.3003,1.479
2012,6,Mata Atlântica,ida,GEE,0.5539,0.5717,3.2114
2012,6,Cerrado,ida,GEE,0.2125,0.2151,1.2408
2012,6,Caatinga,ida,GEE,0.1621,0.1587,-2.119
2013,6,Mata Atlântica,ida,GEE,0.6393,0.6565,2.6871
2013,6,Cerrado,ida,GEE,0.3272,0.33,0.8405
2013,6,Caatinga,ida,GEE,0.2314,0.2271,-1.8707
2014,6,Mata Atlântica,ida,GEE,0.6172,0.6327,2.5076
2014,6,Cerrado,ida,GEE,0.3687,0.3748,1.6627
2014,6,Caatinga,ida,GEE,0.2592,0.2585,-0.2876
2015,6,Mata Atlântica,ida,GEE,0.6674,0.6849,2.6244
2015,6,Cerrado,ida,GEE,0.4315,0.4421,2.4518
2015,6,Caatinga,ida,GEE,0.3407,0.3319,-2.5747
2016,6,Mata Atlântica,ida,GEE,0.5257,0.5489,4.4107
2016,6,Cerrado,ida,GEE,0.1996,0.2033,1.8549
2016,6,Caatinga,ida,GEE,0.2216,0.2209,-0.3056
2017,6,Mata Atlântica,ida,GEE,0.6099,0.6341,3.9705
2017,6,Cerrado,ida,GEE,0.2384,0.2423,1.6188
2017,6,Caatinga,ida,GEE,0.2194,0.2118,-3.4515
2018,6,Mata Atlântica,ida,GEE,0.6436,0.6583,2.2779
2018,6,Cerrado,ida,GEE,0.3415,0.3492,2.2542
2018,6,Caatinga,ida,GEE,0.2631,0.2591,-1.5271
2019,6,Mata Atlântica,ida,GEE,0.6189,0.6409,3.5554
2019,6,Cerrado,ida,GEE,0.3724,0.3798,1.9912
2019,6,Caatinga,ida,GEE,0.2851,0.2829,-0.7784
2020,6,Mata Atlântica,ida,GEE,0.6836,0.7042,3.0192
2020,6,Cerrado,ida,GEE,0.5127,0.5269,2.7662
2020,6,Caatinga,ida,GEE,0.4662,0.4796,2.8777
2001,7,Mata Atlântica,ida,GEE,0.5852,0.5845,-0.1274
2001,7,Cerrado,ida,GEE,0.1252,0.1259,0.5557
2001,7,Caatinga,ida,GEE,0.2055,0.1889,-8.0634
2002,7,Mata Atlântica,ida,GEE,0.5684,0.5785,1.7804
2002,7,Cerrado,ida,GEE,0.1125,0.1122,-0.2288
2002,7,Caatinga,ida,GEE,0.1794,0.1696,-5.4435
2003,7,Mata Atlântica,ida,GEE,0.5506,0.5691,3.3568
2003,7,Cerrado,ida,GEE,0.1562,0.1576,0.8861
2003,7,Caatinga,ida,GEE,0.2148,0.2061,-4.0431
2004,7,Mata Atlântica,ida,GEE,0.6386,0.648,1.4795
2004,7,Cerrado,ida,GEE,0.2256,0.2282,1.1349
2004,7,Caatinga,ida,GEE,0.2684,0.2603,-3.002
2005,7,Mata Atlântica,ida,GEE,0.6212,0.6395,2.9448
2005,7,Cerrado,ida,GEE,0.2552,0.2601,1.9145
2005,7,Caatinga,ida,GEE,0.3017,0.2943,-2.4589
2006,7,Mata Atlântica,ida,GEE,0.6042,0.6263,3.6619
2006,7,Cerrado,ida,GEE,0.2845,0.2911,2.3329
2006,7,Caatinga,ida,GEE,0.316,0.3142,-0.5543
2007,7,Mata Atlântica,ida,GEE,0.5326,0.539,1.1929
2007,7,Cerrado,ida,GEE,0.1428,0.1439,0.7731
2007,7,Caatinga,ida,GEE,0.2091,0.195,-6.7516
2008,7,Mata Atlântica,ida,GEE,0.5448,0.5672,4.1199
2008,7,Cerrado,ida,GEE,0.1873,0.1908,1.8769
2008,7,Caatinga,ida,GEE,0.2366,0.235,-0.6819
2009,7,Mata Atlântica,ida,GEE,0.6194,0.6373,2.89
2009,7,Cerrado,ida,GEE,0.3575,0.3645,1.9469
2009,7,Caatinga,ida,GEE,0.3076,0.3078,0.0583
2010,7,Mata Atlântica,ida,GEE,0.6018,0.6144,2.0953
2010,7,Cerrado,ida,GEE,0.2563,0.2594,1.1953
2010,7,Caatinga,ida,GEE,0.2509,0.2433,-3.0103
2011,7,Mata Atlântica,ida,GEE,0.5503,0.5721,3.9584
2011,7,Cerrado,ida,GEE,0.2703,0.2772,2.5572
2011,7,Caatinga,ida,GEE,0.2033,0.2025,-0.3886
2012,7,Mata Atlântica,ida,GEE,0.5371,0.5596,4.1939
2012,7,Cerrado,ida,GEE,0.1413,0.1425,0.8356
2012,7,Caatinga,ida,GEE,0.1488,0.1443,-3.0215
2013,7,Mata Atlântica,ida,GEE,0.6007,0.6193,3.1032
2013,7,Cerrado,ida,GEE,0.1952,0.1969,0.8753
2013,7,Caatinga,ida,GEE,0.1987,0.1924,-3.1882
2014,7,Mata Atlântica,ida,GEE,0.6006,0.6134,2.1374
2014,7,Cerrado,ida,GEE,0.265,0.2675,0.9578
2014,7,Caatinga,ida,GEE,0.2229,0.2135,-4.2018
2015,7,Mata Atlântica,ida,GEE,0.628,0.6429,2.3756
2015,7,Cerrado,ida,GEE,0.2664,0.2717,1.9964
2015,7,Caatinga,ida,GEE,0.2508,0.2424,-3.359
2016,7,Mata Atlântica,ida,GEE,0.5508,0.5676,3.0543
2016,7,Cerrado,ida,GEE,0.1371,0.1388,1.2712
2016,7,Caatinga,ida,GEE,0.1839,0.181,-1.5546
2017,7,Mata Atlântica,ida,GEE,0.5932,0.608,2.4958
2017,7,Cerrado,ida,GEE,0.1772,0.1799,1.5074
2017,7,Caatinga,ida,GEE,0.1961,0.1863,-4.9906
2018,7,Mata Atlântica,ida,GEE,0.5796,0.6017,3.8169
2018,7,Cerrado,ida,GEE,0.2018,0.205,1.5823
2018,7,Caatinga,ida,GEE,0.1694,0.1638,-3.3288
2019,7,Mata Atlântica,ida,GEE,0.5794,0.6027,4.0145
2019,7,Cerrado,ida,GEE,0.2255,0.2277,0.9668
2019,7,Caatinga,ida,GEE,0.2174,0.2116,-2.6559
2020,7,Mata Atlântica,ida,GEE,0.6412,0.6629,3.3815
2020,7,Cerrado,ida,GEE,0.3488,0.3581,2.6573
2020,7,Caatinga,ida,GEE,0.3245,0.3287,1.3065
2001,8,Mata Atlântica,ida,GEE,0.5709,0.5398,-5.4427
2001,8,Cerrado,ida,GEE,0.1116,0.1124,0.7264
2001,8,Caatinga,ida,GEE,0.1904,0.168,-11.7449
2002,8,Mata Atlântica,ida,GEE,0.5114,0.5161,0.9179
2002,8,Cerrado,ida,GEE,0.0944,0.0948,0.4737
2002,8,Caatinga,ida,GEE,0.1418,0.1354,-4.491
2003,8,Mata Atlântica,ida,GEE,0.5512,0.5536,0.4326
2003,8,Cerrado,ida,GEE,0.1227,0.1234,0.5896
2003,8,Caatinga,ida,GEE,0.1722,0.1601,-7.0269
2004,8,Mata Atlântica,ida,GEE,0.5353,0.5475,2.2726
2004,8,Cerrado,ida,GEE,0.1396,0.1396,0.0315
2004,8,Caatinga,ida,GEE,0.1747,0.1679,-3.8797
2005,8,Mata Atlântica,ida,GEE,0.5514,0.5536,0.393
2005,8,Cerrado,ida,GEE,0.154,0.1555,0.962
2005,8,Caatinga,ida,GEE,0.2007,0.1916,-4.5331
2006,8,Mata Atlântica,ida,GEE,0.5181,0.533,2.8846
2006,8,Cerrado,ida,GEE,0.1704,0.1735,1.8292
2006,8,Caatinga,ida,GEE,0.1981,0.1931,-2.512
2007,8,Mata Atlântica,ida,GEE,0.5132,0.4829,-5.8994
2007,8,Cerrado,ida,GEE,0.1137,0.1078,-5.1803
2007,8,Caatinga,ida,GEE,0.1727,0.1555,-9.9384
2008,8,Mata Atlântica,ida,GEE,0.4556,0.4711,3.3918
2008,8,Cerrado,ida,GEE,0.1229,0.1241,0.937
2008,8,Caatinga,ida,GEE,0.1597,0.1548,-3.0695
2009,8,Mata Atlântica,ida,GEE,0.538,0.5481,1.8841
2009,8,Cerrado,ida,GEE,0.2258,0.2291,1.444
2009,8,Caatinga,ida,GEE,0.2076,0.2016,-2.9063
2010,8,Mata Atlântica,ida,GEE,0.507,0.5219,2.9356
2010,8,Cerrado,ida,GEE,0.1546,0.1567,1.3719
2010,8,Caatinga,ida,GEE,0.1897,0.1826,-3.7477
2011,8,Mata Atlântica,ida,GEE,0.4825,0.4986,3.3379
2011,8,Cerrado,ida,GEE,0.165,0.1687,2.2549
2011,8,Caatinga,ida,GEE,0.1416,0.139,-1.8124
2012,8,Mata Atlântica,ida,GEE,0.4754,0.4901,3.1026
2012,8,Cerrado,ida,GEE,0.1052,0.1058,0.5733
2012,8,Caatinga,ida,GEE,0.1291,0.1251,-3.1323
2013,8,Mata Atlântica,ida,GEE,0.5608,0.5705,1.7263
2013,8,Cerrado,ida,GEE,0.1343,0.1352,0.659
2013,8,Caatinga,ida,GEE,0.1681,0.1609,-4.3017
2014,8,Mata Atlântica,ida,GEE,0.5007,0.5201,3.8761
2014,8,Cerrado,ida,GEE,0.1334,0.1357,1.7168
2014,8,Caatinga,ida,GEE,0.1577,0.1543,-2.1364
2015,8,Mata Atlântica,ida,GEE,0.5411,0.5587,3.2463
2015,8,Cerrado,ida,GEE,0.1385,0.1414,2.0708
2015,8,Caatinga,ida,GEE,0.1657,0.161,-2.8235
2016,8,Mata Atlântica,ida,GEE,0.4897,0.5003,2.1663
2016,8,Cerrado,ida,GEE,0.09,0.0907,0.7648
2016,8,Caatinga,ida,GEE,0.1377,0.133,-3.4189
2017,8,Mata Atlântica,ida,GEE,0.5236,0.5377,2.6928
2017,8,Cerrado,ida,GEE,0.1012,0.1017,0.4934
2017,8,Caatinga,ida,GEE,0.1381,0.1285,-6.9396
2018,8,Mata Atlântica,ida,GEE,0.5051,0.513,1.565
2018,8,Cerrado,ida,GEE,0.1497,0.1506,0.6073
2018,8,Caatinga,ida,GEE,0.1225,0.1167,-4.7421
2019,8,Mata Atlântica,ida,GEE,0.5689,0.5689,-0.0059
2019,8,Cerrado,ida,GEE,0.1623,0.1636,0.791
2019,8,Caatinga,ida,GEE,0.1788,0.1684,-5.838
2020,8,Mata Atlântica,ida,GEE,0.5903,0.5963,1.0145
2020,8,Cerrado,ida,GEE,0.2123,0.217,2.2163
2020,8,Caatinga,ida,GEE,0.2417,0.2283,-5.5341
2001,9,Mata Atlântica,ida,GEE,0.5063,0.4865,-3.9153
2001,9,Cerrado,ida,GEE,0.0596,0.0598,0.3744
2001,9,Caatinga,ida,GEE,0.1203,0.1139,-5.3592
2002,9,Mata Atlântica,ida,GEE,0.4892,0.497,1.59
2002,9,Cerrado,ida,GEE,0.0944,0.0961,1.7514
2002,9,Caatinga,ida,GEE,0.132,0.1304,-1.2171
2003,9,Mata Atlântica,ida,GEE,0.481,0.4912,2.1283
2003,9,Cerrado,ida,GEE,0.0999,0.1009,0.996
2003,9,Caatinga,ida,GEE,0.1245,0.1201,-3.5475
2004,9,Mata Atlântica,ida,GEE,0.4138,0.4211,1.7654
2004,9,Cerrado,ida,GEE,0.1046,0.1049,0.2543
2004,9,Caatinga,ida,GEE,0.1188,0.1131,-4.801
2005,9,Mata Atlântica,ida,GEE,0.4991,0.4848,-2.8672
2005,9,Cerrado,ida,GEE,0.1187,0.1197,0.8537
2005,9,Caatinga,ida,GEE,0.1377,0.1311,-4.802
2006,9,Mata Atlântica,ida,GEE,0.5133,0.5055,-1.5137
2006,9,Cerrado,ida,GEE,0.1841,0.1865,1.2841
2006,9,Caatinga,ida,GEE,0.1644,0.158,-3.8759
2007,9,Mata Atlântica,ida,GEE,0.4041,0.4496,11.2534
2007,9,Cerrado,ida,GEE,0.0803,0.0765,-4.7494
2007,9,Caatinga,ida,GEE,0.1205,0.1187,-1.5292
2008,9,Mata Atlântica,ida,GEE,0.4132,0.4177,1.0786
2008,9,Cerrado,ida,GEE,0.0889,0.0888,-0.111
2008,9,Caatinga,ida,GEE,0.1144,0.111,-2.997
2009,9,Mata Atlântica,ida,GEE,0.4463,0.4641,3.9876
2009,9,Cerrado,ida,GEE,0.1664,0.1677,0.781
2009,9,Caatinga,ida,GEE,0.1274,0.1243,-2.428
2010,9,Mata Atlântica,ida,GEE,0.437,0.4439,1.5792
2010,9,Cerrado,ida,GEE,0.1148,0.1161,1.1216
2010,9,Caatinga,ida,GEE,0.1318,0.1275,-3.2769
2011,9,Mata Atlântica,ida,GEE,0.4302,0.4304,0.0391
2011,9,Cerrado,ida,GEE,0.1376,0.1396,1.4303
2011,9,Caatinga,ida,GEE,0.1136,0.1097,-3.4286
2012,9,Mata Atlântica,ida,GEE,0.4306,0.438,1.7132
2012,9,Cerrado,ida,GEE,0.0629,0.0626,-0.4007
2012,9,Caatinga,ida,GEE,0.0916,0.089,-2.8131
2013,9,Mata Atlântica,ida,GEE,0.4733,0.4868,2.8618
2013,9,Cerrado,ida,GEE,0.0967,0.0969,0.2053
2013,9,Caatinga,ida,GEE,0.1068,0.1052,-1.525
2014,9,Mata Atlântica,ida,GEE,0.4219,0.4313,2.2399
2014,9,Cerrado,ida,GEE,0.1042,0.1059,1.6264
2014,9,Caatinga,ida,GEE,0.1136,0.1113,-2.0237
2015,9,Mata Atlântica,ida,GEE,0.4249,0.4463,5.0293
2015,9,Cerrado,ida,GEE,0.0765,0.0775,1.2517
2015,9,Caatinga,ida,GEE,0.1005,0.0986,-1.9267
2016,9,Mata Atlântica,ida,GEE,0.4468,0.4524,1.248
2016,9,Cerrado,ida,GEE,0.1075,0.1094,1.8106
2016,9,Caatinga,ida,GEE,0.1207,0.1177,-2.4564
2017,9,Mata Atlântica,ida,GEE,0.4771,0.47,-1.4885
2017,9,Cerrado,ida,GEE,0.0848,0.0851,0.3542
2017,9,Caatinga,ida,GEE,0.1219,0.113,-7.3067
2018,9,Mata Atlântica,ida,GEE,0.4162,0.426,2.3559
2018,9,Cerrado,ida,GEE,0.0946,0.0943,-0.3417
2018,9,Caatinga,ida,GEE,0.0874,0.0832,-4.7672
2019,9,Mata Atlântica,ida,GEE,0.4865,0.491,0.921
2019,9,Cerrado,ida,GEE,0.11,0.1104,0.3731
2019,9,Caatinga,ida,GEE,0.1222,0.1169,-4.3048
2020,9,Mata Atlântica,ida,GEE,0.4554,0.472,3.64
2020,9,Cerrado,ida,GEE,0.1289,0.1319,2.3298
2020,9,Caatinga,ida,GEE,0.1448,0.1425,-1.6088
2001,10,Mata Atlântica,ida,GEE,0.5785,0.5455,-5.6993
2001,10,Cerrado,ida,GEE,0.2036,0.2057,1.0446
2001,10,Caatinga,ida,GEE,0.1871,0.1813,-3.1125
2002,10,Mata Atlântica,ida,GEE,0.4458,0.4591,2.9813
2002,10,Cerrado,ida,GEE,0.1219,0.1241,1.7775
2002,10,Caatinga,ida,GEE,0.1394,0.138,-1.0188
2003,10,Mata Atlântica,ida,GEE,0.4488,0.4638,3.3524
2003,10,Cerrado,ida,GEE,0.1449,0.147,1.4818
2003,10,Caatinga,ida,GEE,0.122,0.1208,-0.9614
2004,10,Mata Atlântica,ida,GEE,0.397,0.4061,2.3011
2004,10,Cerrado,ida,GEE,0.1781,0.1805,1.3569
2004,10,Caatinga,ida,GEE,0.1233,0.1205,-2.3024
2005,10,Mata Atlântica,ida,GEE,0.3909,0.4075,4.2527
2005,10,Cerrado,ida,GEE,0.1272,0.1283,0.8955
2005,10,Caatinga,ida,GEE,0.1043,0.1019,-2.3041
2006,10,Mata Atlântica,ida,GEE,0.5786,0.5612,-3.0019
2006,10,Cerrado,ida,GEE,0.3595,0.3599,0.1076
2006,10,Caatinga,ida,GEE,0.2413,0.2368,-1.8843
2007,10,Mata Atlântica,ida,GEE,0.4093,0.388,-5.202
2007,10,Cerrado,ida,GEE,0.0615,0.0528,-14.1142
2007,10,Caatinga,ida,GEE,0.0905,0.0804,-11.2017
2008,10,Mata Atlântica,ida,GEE,0.3575,0.3736,4.4935
2008,10,Cerrado,ida,GEE,0.0692,0.0688,-0.517
2008,10,Caatinga,ida,GEE,0.0864,0.0846,-2.1306
2009,10,Mata Atlântica,ida,GEE,0.5407,0.5497,1.6597
2009,10,Cerrado,ida,GEE,0.5014,0.5057,0.855
2009,10,Caatinga,ida,GEE,0.3318,0.3318,0.0033
2010,10,Mata Atlântica,ida,GEE,0.4512,0.4601,1.9715
2010,10,Cerrado,ida,GEE,0.2871,0.2915,1.5292
2010,10,Caatinga,ida,GEE,0.186,0.188,1.089
2011,10,Mata Atlântica,ida,GEE,0.5419,0.5219,-3.6868
2011,10,Cerrado,ida,GEE,0.3981,0.405,1.7317
2011,10,Caatinga,ida,GEE,0.2485,0.2463,-0.8825
2012,10,Mata Atlântica,ida,GEE,0.4162,0.4234,1.7381
2012,10,Cerrado,ida,GEE,0.1221,0.1249,2.3321
2012,10,Caatinga,ida,GEE,0.1028,0.1025,-0.2611
2013,10,Mata Atlântica,ida,GEE,0.4805,0.4871,1.3742
2013,10,Cerrado,ida,GEE,0.2094,0.2129,1.671
2013,10,Caatinga,ida,GEE,0.1304,0.1309,0.4075
2014,10,Mata Atlântica,ida,GEE,0.4197,0.4227,0.7173
2014,10,Cerrado,ida,GEE,0.155,0.1574,1.5447
2014,10,Caatinga,ida,GEE,0.1107,0.1086,-1.8598
2015,10,Mata Atlântica,ida,GEE,0.36,0.3798,5.4923
2015,10,Cerrado,ida,GEE,0.1013,0.1024,1.0644
2015,10,Caatinga,ida,GEE,0.085,0.0844,-0.6638
2016,10,Mata Atlântica,ida,GEE,0.4427,0.4523,2.1767
2016,10,Cerrado,ida,GEE,0.1515,0.1536,1.4057
2016,10,Caatinga,ida,GEE,0.1372,0.1367,-0.3497
2017,10,Mata Atlântica,ida,GEE,0.4381,0.4463,1.8706
2017,10,Cerrado,ida,GEE,0.1131,0.118,4.3225
2017,10,Caatinga,ida,GEE,0.1137,0.111,-2.381
2018,10,Mata Atlântica,ida,GEE,0.4395,0.441,0.3307
2018,10,Cerrado,ida,GEE,0.2903,0.2955,1.7832
2018,10,Caatinga,ida,GEE,0.1403,0.1338,-4.5989
2019,10,Mata Atlântica,ida,GEE,0.4122,0.4292,4.1267
2019,10,Cerrado,ida,GEE,0.1445,0.1449,0.2845
2019,10,Caatinga,ida,GEE,0.1085,0.1063,-1.9837
2020,10,Mata Atlântica,ida,GEE,0.5371,0.5442,1.3157
2020,10,Cerrado,ida,GEE,0.3037,0.308,1.4224
2020,10,Caatinga,ida,GEE,0.2034,0.2028,-0.2936
2001,11,Mata Atlântica,ida,GEE,0.5417,0.5185,-4.2857
2001,11,Cerrado,ida,GEE,0.3074,0.3104,0.9622
2001,11,Caatinga,ida,GEE,0.2371,0.2367,-0.1827
2002,11,Mata Atlântica,ida,GEE,0.4362,0.4495,3.0422
2002,11,Cerrado,ida,GEE,0.1769,0.1817,2.7344
2002,11,Caatinga,ida,GEE,0.1766,0.1804,2.1358
2003,11,Mata Atlântica,ida,GEE,0.387,0.404,4.3858
2003,11,Cerrado,ida,GEE,0.2712,0.2797,3.1288
2003,11,Caatinga,ida,GEE,0.1959,0.2022,3.2351
2004,11,Mata Atlântica,ida,GEE,0.4922,0.4996,1.5019
2004,11,Cerrado,ida,GEE,0.2894,0.296,2.2837
2004,11,Caatinga,ida,GEE,0.2342,0.2339,-0.1105
2005,11,Mata Atlântica,ida,GEE,0.5495,0.5441,-0.9811
