ano,mes,bioma,variavel,fonte,planilha,gee,erro_pct
2019,10,Mata Atlântica,precip_mm,GEE,46.38,50.1045,8.0304
2019,10,Cerrado,precip_mm,GEE,46.38,53.0562,14.3946
2019,10,Caatinga,precip_mm,GEE,25.73,26.8962,4.5325
2020,10,Mata Atlântica,precip_mm,GEE,124.2,110.9577,-10.6621
2020,10,Cerrado,precip_mm,GEE,92.51,98.2948,6.2532
2020,10,Caatinga,precip_mm,GEE,61.09,64.6789,5.8748
2001,11,Mata Atlântica,precip_mm,GEE,61.94,75.3584,21.6635
2001,11,Cerrado,precip_mm,GEE,190.88,195.4114,2.374
2001,11,Caatinga,precip_mm,GEE,57.6,57.7101,0.1911
2002,11,Mata Atlântica,precip_mm,GEE,69.14,71.333,3.1718
2002,11,Cerrado,precip_mm,GEE,100.88,100.5474,-0.3297
2002,11,Caatinga,precip_mm,GEE,52.49,51.2515,-2.3595
2003,11,Mata Atlântica,precip_mm,GEE,73.0,71.6332,-1.8723
2003,11,Cerrado,precip_mm,GEE,143.6092,151.1173,5.2281
2003,11,Caatinga,precip_mm,GEE,84.48,79.5594,-5.8246
2004,11,Mata Atlântica,precip_mm,GEE,165.42,157.2728,-4.9252
2004,11,Cerrado,precip_mm,GEE,135.48,149.104,10.0561
2004,11,Caatinga,precip_mm,GEE,120.27,122.9948,2.2656
2005,11,Mata Atlântica,precip_mm,GEE,174.15,164.6607,-5.4489
2005,11,Cerrado,precip_mm,GEE,207.55,233.3523,12.4318
2005,11,Caatinga,precip_mm,GEE,98.52,106.2066,7.8021
2006,11,Mata Atlântica,precip_mm,GEE,185.45,209.6118,13.0287
2006,11,Cerrado,precip_mm,GEE,166.49,194.0057,16.5269
2006,11,Caatinga,precip_mm,GEE,120.7,132.4358,9.7231
2007,11,Mata Atlântica,precip_mm,GEE,107.35,128.761,19.945
2007,11,Cerrado,precip_mm,GEE,106.27,162.5282,52.9389
2007,11,Caatinga,precip_mm,GEE,82.88,87.9059,6.0641
2008,11,Mata Atlântica,precip_mm,GEE,136.04,151.1324,11.0941
2008,11,Cerrado,precip_mm,GEE,211.36,277.1471,31.1256
2008,11,Caatinga,precip_mm,GEE,69.84,83.3284,19.3133
2009,11,Mata Atlântica,precip_mm,GEE,34.16,36.473,6.7711
2009,11,Cerrado,precip_mm,GEE,115.54,103.9664,-10.017
2009,11,Caatinga,precip_mm,GEE,20.29,20.5341,1.2031
2010,11,Mata Atlântica,precip_mm,GEE,153.84,126.5752,-17.7228
2010,11,Cerrado,precip_mm,GEE,199.12,204.985,2.9455
2010,11,Caatinga,precip_mm,GEE,66.9,71.0103,6.1439
2011,11,Mata Atlântica,precip_mm,GEE,165.21,156.1434,-5.4879
2011,11,Cerrado,precip_mm,GEE,216.58,231.852,7.0514
2011,11,Caatinga,precip_mm,GEE,91.69,95.1699,3.7953
2012,11,Mata Atlântica,precip_mm,GEE,195.41,192.5948,-1.4407
2012,11,Cerrado,precip_mm,GEE,331.54,344.1536,3.8045
2012,11,Caatinga,precip_mm,GEE,158.31,159.9873,1.0595
2013,11,Mata Atlântica,precip_mm,GEE,138.52,144.7733,4.5144
2013,11,Cerrado,precip_mm,GEE,184.23,186.3626,1.1576
2013,11,Caatinga,precip_mm,GEE,92.14,90.3915,-1.8977
2014,11,Mata Atlântica,precip_mm,GEE,145.76,135.304,-7.1734
2014,11,Cerrado,precip_mm,GEE,218.17,223.9379,2.6438
2014,11,Caatinga,precip_mm,GEE,140.96,141.9416,0.6964
2015,11,Mata Atlântica,precip_mm,GEE,34.93,30.2997,-13.2559
2015,11,Cerrado,precip_mm,GEE,136.83,147.2506,7.6157
2015,11,Caatinga,precip_mm,GEE,47.32,48.6925,2.9005
2016,11,Mata Atlântica,precip_mm,GEE,150.81,146.4594,-2.8848
2016,11,Cerrado,precip_mm,GEE,154.85,163.4222,5.5358
2016,11,Caatinga,precip_mm,GEE,93.28,94.694,1.5159
2017,11,Mata Atlântica,precip_mm,GEE,111.86,114.811,2.6381
2017,11,Cerrado,precip_mm,GEE,150.63,152.6663,1.3519
2017,11,Caatinga,precip_mm,GEE,82.51,81.9726,-0.6513
2018,11,Mata Atlântica,precip_mm,GEE,148.58,134.8443,-9.2446
2018,11,Cerrado,precip_mm,GEE,204.89,214.2044,4.546
2018,11,Caatinga,precip_mm,GEE,66.62,68.9583,3.5099
2019,11,Mata Atlântica,precip_mm,GEE,65.18,67.7178,3.8935
2019,11,Cerrado,precip_mm,GEE,124.19,127.9072,2.9932
2019,11,Caatinga,precip_mm,GEE,44.38,41.9125,-5.5599
2020,11,Mata Atlântica,precip_mm,GEE,150.66,143.526,-4.7352
2020,11,Cerrado,precip_mm,GEE,187.14,184.8478,-1.2249
2020,11,Caatinga,precip_mm,GEE,148.1,161.6389,9.1417
2001,12,Mata Atlântica,precip_mm,GEE,144.23,141.7928,-1.6898
2001,12,Cerrado,precip_mm,GEE,199.25,174.196,-12.5742
2001,12,Caatinga,precip_mm,GEE,124.04,120.8792,-2.5482
2002,12,Mata Atlântica,precip_mm,GEE,152.7,156.369,2.4028
2002,12,Cerrado,precip_mm,GEE,264.13,276.4993,4.683
2002,12,Caatinga,precip_mm,GEE,138.35,151.94,9.8229
2003,12,Mata Atlântica,precip_mm,GEE,49.8188,52.2265,4.8329
2003,12,Cerrado,precip_mm,GEE,128.5146,125.8149,-2.1007
2003,12,Caatinga,precip_mm,GEE,30.92,33.1362,7.1675
2004,12,Mata Atlântica,precip_mm,GEE,56.99,57.6532,1.1637
2004,12,Cerrado,precip_mm,GEE,114.36,124.9797,9.2862
2004,12,Caatinga,precip_mm,GEE,31.33,33.5088,6.9544
2005,12,Mata Atlântica,precip_mm,GEE,138.59,125.6806,-9.3148
2005,12,Cerrado,precip_mm,GEE,290.9,264.6428,-9.0262
2005,12,Caatinga,precip_mm,GEE,101.73,91.3591,-10.1945
2006,12,Mata Atlântica,precip_mm,GEE,109.93,107.1286,-2.5483
2006,12,Cerrado,precip_mm,GEE,177.39,150.1395,-15.3619
2006,12,Caatinga,precip_mm,GEE,59.81,50.0266,-16.3575
2007,12,Mata Atlântica,precip_mm,GEE,108.86,116.03,6.5864
2007,12,Cerrado,precip_mm,GEE,148.66,139.0119,-6.49
2007,12,Caatinga,precip_mm,GEE,89.95,80.1946,-10.8454
2008,12,Mata Atlântica,precip_mm,GEE,142.44,153.7862,7.9656
2008,12,Cerrado,precip_mm,GEE,219.66,215.2082,-2.0267
2008,12,Caatinga,precip_mm,GEE,127.74,124.16,-2.8026
2009,12,Mata Atlântica,precip_mm,GEE,49.26,42.7859,-13.1427
2009,12,Cerrado,precip_mm,GEE,218.01,224.254,2.8641
2009,12,Caatinga,precip_mm,GEE,84.95,89.631,5.5103
2010,12,Mata Atlântica,precip_mm,GEE,121.55,109.6885,-9.7585
2010,12,Cerrado,precip_mm,GEE,206.54,183.3323,-11.2364
2010,12,Caatinga,precip_mm,GEE,155.03,149.964,-3.2678
2011,12,Mata Atlântica,precip_mm,GEE,142.22,120.5354,-15.2472
2011,12,Cerrado,precip_mm,GEE,235.44,236.4082,0.4112
2011,12,Caatinga,precip_mm,GEE,83.98,89.0937,6.0892
2012,12,Mata Atlântica,precip_mm,GEE,7.1,11.0669,55.8718
2012,12,Cerrado,precip_mm,GEE,56.38,56.0859,-0.5216
2012,12,Caatinga,precip_mm,GEE,16.43,16.5324,0.6233
2013,12,Mata Atlântica,precip_mm,GEE,209.16,217.1146,3.8031
2013,12,Cerrado,precip_mm,GEE,331.66,335.0791,1.0309
2013,12,Caatinga,precip_mm,GEE,217.16,210.7973,-2.93
2014,12,Mata Atlântica,precip_mm,GEE,148.52,148.1969,-0.2175
2014,12,Cerrado,precip_mm,GEE,202.25,195.7808,-3.1986
2014,12,Caatinga,precip_mm,GEE,120.86,116.0943,-3.9432
2015,12,Mata Atlântica,precip_mm,GEE,18.35,19.573,6.6649
2015,12,Cerrado,precip_mm,GEE,40.62,38.0133,-6.4173
2015,12,Caatinga,precip_mm,GEE,11.29,11.8397,4.8689
2016,12,Mata Atlântica,precip_mm,GEE,73.2,69.8338,-4.5986
2016,12,Cerrado,precip_mm,GEE,110.93,110.9241,-0.0053
2016,12,Caatinga,precip_mm,GEE,47.09,46.9646,-0.2663
2017,12,Mata Atlântica,precip_mm,GEE,141.9,141.7177,-0.1285
2017,12,Cerrado,precip_mm,GEE,156.77,154.5464,-1.4184
2017,12,Caatinga,precip_mm,GEE,83.01,77.7016,-6.3949
2018,12,Mata Atlântica,precip_mm,GEE,165.84,150.9369,-8.9864
2018,12,Cerrado,precip_mm,GEE,166.63,171.3843,2.8532
2018,12,Caatinga,precip_mm,GEE,137.19,134.5774,-1.9044
2019,12,Mata Atlântica,precip_mm,GEE,62.39,65.6779,5.2699
2019,12,Cerrado,precip_mm,GEE,77.59,70.3631,-9.3142
2019,12,Caatinga,precip_mm,GEE,34.49,34.3412,-0.4314
2020,12,Mata Atlântica,precip_mm,GEE,22.49,24.4117,8.5447
2020,12,Cerrado,precip_mm,GEE,102.44,102.846,0.3963
2020,12,Caatinga,precip_mm,GEE,13.06,15.2766,16.9724
2001,1,Mata Atlântica,lst_dia_c,GEE,29.0908,29.1096,0.0648
2001,1,Cerrado,lst_dia_c,GEE,31.1975,31.5003,0.9705
2001,1,Caatinga,lst_dia_c,GEE,29.8057,30.0072,0.6759
2002,1,Mata Atlântica,lst_dia_c,GEE,26.8958,27.161,0.9859
2002,1,Cerrado,lst_dia_c,GEE,27.9746,28.86,3.165
2002,1,Caatinga,lst_dia_c,GEE,26.9724,29.1911,8.2258
2003,1,Mata Atlântica,lst_dia_c,GEE,32.3567,31.0521,-4.0318
2003,1,Cerrado,lst_dia_c,GEE,31.4833,29.3792,-6.6833
2003,1,Caatinga,lst_dia_c,GEE,32.6733,32.2105,-1.4165
2004,1,Mata Atlântica,lst_dia_c,GEE,32.2206,30.9372,-3.9832
2004,1,Cerrado,lst_dia_c,GEE,31.4167,31.4349,0.058
2004,1,Caatinga,lst_dia_c,GEE,33.9033,34.177,0.8072
2005,1,Mata Atlântica,lst_dia_c,GEE,33.7767,32.282,-4.4251
2005,1,Cerrado,lst_dia_c,GEE,31.5889,31.857,0.8486
2005,1,Caatinga,lst_dia_c,GEE,33.85,34.3983,1.6198
2006,1,Mata Atlântica,lst_dia_c,GEE,30.2633,28.6348,-5.3812
2006,1,Cerrado,lst_dia_c,GEE,31.8467,30.4567,-4.3646
2006,1,Caatinga,lst_dia_c,GEE,32.43,31.9693,-1.4206
2007,1,Mata Atlântica,lst_dia_c,GEE,30.65,29.777,-2.8483
2007,1,Cerrado,lst_dia_c,GEE,31.88,31.0713,-2.5367
2007,1,Caatinga,lst_dia_c,GEE,33.6,33.7913,0.5693
2008,1,Mata Atlântica,lst_dia_c,GEE,32.5233,30.0029,-7.7496
2008,1,Cerrado,lst_dia_c,GEE,34.05,34.3974,1.0203
2008,1,Caatinga,lst_dia_c,GEE,34.3533,33.863,-1.4273
2009,1,Mata Atlântica,lst_dia_c,GEE,28.6867,28.1855,-1.747
2009,1,Cerrado,lst_dia_c,GEE,31.4467,31.496,0.1569
2009,1,Caatinga,lst_dia_c,GEE,32.59,31.8473,-2.2789
2010,1,Mata Atlântica,lst_dia_c,GEE,32.5967,31.7855,-2.4885
2010,1,Cerrado,lst_dia_c,GEE,30.5433,29.8622,-2.2301
2010,1,Caatinga,lst_dia_c,GEE,30.74,31.4114,2.1841
2011,1,Mata Atlântica,lst_dia_c,GEE,30.5233,29.6755,-2.7777
2011,1,Cerrado,lst_dia_c,GEE,30.9167,30.5026,-1.3393
2011,1,Caatinga,lst_dia_c,GEE,30.6933,30.9806,0.9359
2012,1,Mata Atlântica,lst_dia_c,GEE,29.1133,28.9298,-0.6304
2012,1,Cerrado,lst_dia_c,GEE,29.5567,29.9454,1.3152
2012,1,Caatinga,lst_dia_c,GEE,31.9233,32.7312,2.5306
2013,1,Mata Atlântica,lst_dia_c,GEE,32.3333,31.7517,-1.7989
2013,1,Cerrado,lst_dia_c,GEE,32.4167,33.3396,2.8471
2013,1,Caatinga,lst_dia_c,GEE,35.6733,35.8141,0.3946
2014,1,Mata Atlântica,lst_dia_c,GEE,30.5833,28.7202,-6.092
2014,1,Cerrado,lst_dia_c,GEE,32.9233,31.8761,-3.1808
2014,1,Caatinga,lst_dia_c,GEE,31.9667,31.563,-1.2628
2015,1,Mata Atlântica,lst_dia_c,GEE,31.7586,29.7603,-6.2921
2015,1,Cerrado,lst_dia_c,GEE,34.5933,33.7569,-2.4179
2015,1,Caatinga,lst_dia_c,GEE,33.4233,32.2755,-3.4342
2016,1,Mata Atlântica,lst_dia_c,GEE,33.5167,33.2847,-0.6921
2016,1,Cerrado,lst_dia_c,GEE,30.54,31.5074,3.1676
2016,1,Caatinga,lst_dia_c,GEE,33.62,33.8029,0.544
2017,1,Mata Atlântica,lst_dia_c,GEE,33.6733,31.5325,-6.3577
2017,1,Cerrado,lst_dia_c,GEE,34.5133,34.4415,-0.2081
2017,1,Caatinga,lst_dia_c,GEE,35.94,36.1824,0.6745
2018,1,Mata Atlântica,lst_dia_c,GEE,31.8233,30.4501,-4.3152
2018,1,Cerrado,lst_dia_c,GEE,29.79,32.48,9.0299
2018,1,Caatinga,lst_dia_c,GEE,34.63,35.0169,1.1172
2019,1,Mata Atlântica,lst_dia_c,GEE,31.3233,30.3292,-3.1738
2019,1,Cerrado,lst_dia_c,GEE,32.2867,31.6453,-1.9865
2019,1,Caatinga,lst_dia_c,GEE,33.8433,33.9063,0.1861
2020,1,Mata Atlântica,lst_dia_c,GEE,30.7623,30.2785,-1.5726
2020,1,Cerrado,lst_dia_c,GEE,30.7299,31.9275,3.8973
2020,1,Caatinga,lst_dia_c,GEE,32.4686,33.9043,4.4218
2001,2,Mata Atlântica,lst_dia_c,GEE,32.0178,32.001,-0.0526
2001,2,Cerrado,lst_dia_c,GEE,31.3594,31.3417,-0.0564
2001,2,Caatinga,lst_dia_c,GEE,33.4845,33.4961,0.0348
2002,2,Mata Atlântica,lst_dia_c,GEE,29.0148,29.021,0.0214
2002,2,Cerrado,lst_dia_c,GEE,29.2245,29.2116,-0.044
2002,2,Caatinga,lst_dia_c,GEE,29.3099,29.3091,-0.0027
2003,2,Mata Atlântica,lst_dia_c,GEE,30.935,29.7679,-3.7727
2003,2,Cerrado,lst_dia_c,GEE,31.5175,30.8018,-2.2708
2003,2,Caatinga,lst_dia_c,GEE,31.1875,31.0593,-0.4111
2004,2,Mata Atlântica,lst_dia_c,GEE,29.7575,28.1781,-5.3076
2004,2,Cerrado,lst_dia_c,GEE,29.1875,28.1564,-3.5327
2004,2,Caatinga,lst_dia_c,GEE,29.01,28.2491,-2.6229
2005,2,Mata Atlântica,lst_dia_c,GEE,31.945,31.2282,-2.2439
2005,2,Cerrado,lst_dia_c,GEE,29.5632,29.1082,-1.5391
2005,2,Caatinga,lst_dia_c,GEE,31.0225,30.7817,-0.7762
2006,2,Mata Atlântica,lst_dia_c,GEE,32.5925,31.4541,-3.4928
2006,2,Cerrado,lst_dia_c,GEE,31.32,30.6598,-2.1079
2006,2,Caatinga,lst_dia_c,GEE,33.8775,33.8705,-0.0207
2007,2,Mata Atlântica,lst_dia_c,GEE,30.3125,29.4402,-2.8777
2007,2,Cerrado,lst_dia_c,GEE,30.15,29.5508,-1.9874
2007,2,Caatinga,lst_dia_c,GEE,30.85,30.9326,0.2677
2008,2,Mata Atlântica,lst_dia_c,GEE,31.4725,30.4551,-3.2327
2008,2,Cerrado,lst_dia_c,GEE,31.475,30.9499,-1.6683
2008,2,Caatinga,lst_dia_c,GEE,33.2725,33.3454,0.2191
2009,2,Mata Atlântica,lst_dia_c,GEE,31.54,29.259,-7.2321
2009,2,Cerrado,lst_dia_c,GEE,30.5625,29.3608,-3.9319
2009,2,Caatinga,lst_dia_c,GEE,31.6975,31.3173,-1.1995
2010,2,Mata Atlântica,lst_dia_c,GEE,33.84,31.7969,-6.0375
2010,2,Cerrado,lst_dia_c,GEE,31.1125,30.7821,-1.062
2010,2,Caatinga,lst_dia_c,GEE,33.8825,33.7713,-0.3282
2011,2,Mata Atlântica,lst_dia_c,GEE,30.8175,28.8553,-6.3672
2011,2,Cerrado,lst_dia_c,GEE,30.2475,29.3921,-2.828
2011,2,Caatinga,lst_dia_c,GEE,31.2375,31.0542,-0.5868
2012,2,Mata Atlântica,lst_dia_c,GEE,31.46,29.4981,-6.2362
2012,2,Cerrado,lst_dia_c,GEE,30.34,29.727,-2.0204
2012,2,Caatinga,lst_dia_c,GEE,31.9733,32.5652,1.8511
2013,2,Mata Atlântica,lst_dia_c,GEE,32.2075,30.4987,-5.3056
2013,2,Cerrado,lst_dia_c,GEE,31.8975,31.5502,-1.0888
2013,2,Caatinga,lst_dia_c,GEE,33.555,33.6619,0.3186
2014,2,Mata Atlântica,lst_dia_c,GEE,29.9825,28.696,-4.2908
2014,2,Cerrado,lst_dia_c,GEE,30.805,30.266,-1.7497
2014,2,Caatinga,lst_dia_c,GEE,32.6475,32.389,-0.7918
2015,2,Mata Atlântica,lst_dia_c,GEE,31.5175,29.9684,-4.915
2015,2,Cerrado,lst_dia_c,GEE,31.6675,31.2396,-1.3512
2015,2,Caatinga,lst_dia_c,GEE,33.9825,33.0158,-2.8447
2016,2,Mata Atlântica,lst_dia_c,GEE,29.9075,28.7887,-3.7409
2016,2,Cerrado,lst_dia_c,GEE,31.895,31.7067,-0.5904
2016,2,Caatinga,lst_dia_c,GEE,31.1975,30.462,-2.3576
2017,2,Mata Atlântica,lst_dia_c,GEE,30.6175,29.8296,-2.5734
2017,2,Cerrado,lst_dia_c,GEE,30.295,29.8961,-1.3167
2017,2,Caatinga,lst_dia_c,GEE,33.9375,34.2268,0.8524
2018,2,Mata Atlântica,lst_dia_c,GEE,30.7075,29.3776,-4.3309
2018,2,Cerrado,lst_dia_c,GEE,29.2525,28.3552,-3.0674
2018,2,Caatinga,lst_dia_c,GEE,31.72,31.9658,0.7749
2019,2,Mata Atlântica,lst_dia_c,GEE,33.19,32.5597,-1.8991
2019,2,Cerrado,lst_dia_c,GEE,32.135,31.9105,-0.6986
2019,2,Caatinga,lst_dia_c,GEE,34.01,34.6206,1.7954
2020,2,Mata Atlântica,lst_dia_c,GEE,30.1786,30.6982,1.7218
2020,2,Cerrado,lst_dia_c,GEE,29.9778,30.4794,1.6732
2020,2,Caatinga,lst_dia_c,GEE,30.6453,31.247,1.9636
2001,3,Mata Atlântica,lst_dia_c,GEE,29.1505,29.1372,-0.0457
2001,3,Cerrado,lst_dia_c,GEE,30.2487,30.2458,-0.0094
2001,3,Caatinga,lst_dia_c,GEE,31.5951,31.604,0.0282
2002,3,Mata Atlântica,lst_dia_c,GEE,27.07,27.0913,0.0786
2002,3,Cerrado,lst_dia_c,GEE,31.5189,31.5137,-0.0165
2002,3,Caatinga,lst_dia_c,GEE,30.3277,30.3312,0.0117
2003,3,Mata Atlântica,lst_dia_c,GEE,33.295,31.3592,-5.8141
2003,3,Cerrado,lst_dia_c,GEE,30.7175,30.1102,-1.977
2003,3,Caatinga,lst_dia_c,GEE,31.8825,33.1188,3.8777
2004,3,Mata Atlântica,lst_dia_c,GEE,29.6375,28.3482,-4.3502
2004,3,Cerrado,lst_dia_c,GEE,28.3225,28.0907,-0.8184
2004,3,Caatinga,lst_dia_c,GEE,28.0325,28.2062,0.6196
2005,3,Mata Atlântica,lst_dia_c,GEE,29.4575,29.0591,-1.3525
2005,3,Cerrado,lst_dia_c,GEE,28.6764,28.1024,-2.0015
2005,3,Caatinga,lst_dia_c,GEE,30.1725,29.9611,-0.7006
2006,3,Mata Atlântica,lst_dia_c,GEE,30.7,29.8646,-2.7212
2006,3,Cerrado,lst_dia_c,GEE,29.7175,28.8379,-2.9599
2006,3,Caatinga,lst_dia_c,GEE,30.6375,30.2744,-1.1851
2007,3,Mata Atlântica,lst_dia_c,GEE,27.795,26.9834,-2.9199
2007,3,Cerrado,lst_dia_c,GEE,29.8632,29.6053,-0.8636
2007,3,Caatinga,lst_dia_c,GEE,29.095,28.058,-3.5642
2008,3,Mata Atlântica,lst_dia_c,GEE,30.4575,29.4386,-3.3453
2008,3,Cerrado,lst_dia_c,GEE,29.835,28.7898,-3.5033
2008,3,Caatinga,lst_dia_c,GEE,31.2525,30.2978,-3.0548
2009,3,Mata Atlântica,lst_dia_c,GEE,32.54,31.0396,-4.6109
2009,3,Cerrado,lst_dia_c,GEE,30.86,29.3892,-4.766
2009,3,Caatinga,lst_dia_c,GEE,32.385,32.1455,-0.7395
2010,3,Mata Atlântica,lst_dia_c,GEE,31.445,30.3944,-3.3411
2010,3,Cerrado,lst_dia_c,GEE,30.4775,30.1433,-1.0965
2010,3,Caatinga,lst_dia_c,GEE,31.92,31.7342,-0.5821
2011,3,Mata Atlântica,lst_dia_c,GEE,31.145,29.6393,-4.8345
2011,3,Cerrado,lst_dia_c,GEE,28.53,27.8323,-2.4455
2011,3,Caatinga,lst_dia_c,GEE,29.555,29.1217,-1.4661
2012,3,Mata Atlântica,lst_dia_c,GEE,32.475,30.4087,-6.3627
2012,3,Cerrado,lst_dia_c,GEE,31.995,31.6894,-0.9551
2012,3,Caatinga,lst_dia_c,GEE,35.0567,34.9946,-0.177
2013,3,Mata Atlântica,lst_dia_c,GEE,34.09,32.1094,-5.8099
2013,3,Cerrado,lst_dia_c,GEE,32.3025,32.1167,-0.5752
2013,3,Caatinga,lst_dia_c,GEE,35.3075,35.6031,0.8372
2014,3,Mata Atlântica,lst_dia_c,GEE,29.6225,27.795,-6.1693
2014,3,Cerrado,lst_dia_c,GEE,30.5525,29.9206,-2.0682
2014,3,Caatinga,lst_dia_c,GEE,32.0875,31.7841,-0.9455
2015,3,Mata Atlântica,lst_dia_c,GEE,30.6225,28.9582,-5.4349
2015,3,Cerrado,lst_dia_c,GEE,31.04,30.3155,-2.3341
2015,3,Caatinga,lst_dia_c,GEE,32.9175,32.4786,-1.3333
2016,3,Mata Atlântica,lst_dia_c,GEE,32.6975,31.6415,-3.2296
2016,3,Cerrado,lst_dia_c,GEE,32.865,33.1462,0.8556
2016,3,Caatinga,lst_dia_c,GEE,32.7975,32.6767,-0.3683
2017,3,Mata Atlântica,lst_dia_c,GEE,32.07,30.795,-3.9757
2017,3,Cerrado,lst_dia_c,GEE,31.605,31.2725,-1.052
2017,3,Caatinga,lst_dia_c,GEE,34.8125,35.2896,1.3705
2018,3,Mata Atlântica,lst_dia_c,GEE,30.2075,29.3858,-2.7202
2018,3,Cerrado,lst_dia_c,GEE,29.965,29.3717,-1.98
2018,3,Caatinga,lst_dia_c,GEE,30.54,30.6443,0.3415
2019,3,Mata Atlântica,lst_dia_c,GEE,32.285,31.7951,-1.5174
2019,3,Cerrado,lst_dia_c,GEE,30.11,30.057,-0.176
2019,3,Caatinga,lst_dia_c,GEE,32.8125,33.1451,1.0136
2020,3,Mata Atlântica,lst_dia_c,GEE,28.1661,28.9909,2.9285
2020,3,Cerrado,lst_dia_c,GEE,27.1946,28.487,4.7526
2020,3,Caatinga,lst_dia_c,GEE,28.8436,29.7582,3.1711
2001,4,Mata Atlântica,lst_dia_c,GEE,27.8595,27.8492,-0.0369
2001,4,Cerrado,lst_dia_c,GEE,30.7817,30.7771,-0.0149
2001,4,Caatinga,lst_dia_c,GEE,31.6978,31.7033,0.0174
2002,4,Mata Atlântica,lst_dia_c,GEE,27.4082,27.3975,-0.0392
2002,4,Cerrado,lst_dia_c,GEE,30.7207,30.7058,-0.0483
2002,4,Caatinga,lst_dia_c,GEE,30.9775,30.9749,-0.0082
2003,4,Mata Atlântica,lst_dia_c,GEE,30.4875,29.1222,-4.4782
2003,4,Cerrado,lst_dia_c,GEE,30.175,29.9036,-0.8994
2003,4,Caatinga,lst_dia_c,GEE,31.825,31.9677,0.4484
2004,4,Mata Atlântica,lst_dia_c,GEE,27.7675,26.8264,-3.3892
2004,4,Cerrado,lst_dia_c,GEE,29.2625,29.181,-0.2785
2004,4,Caatinga,lst_dia_c,GEE,28.7675,28.7269,-0.1411
2005,4,Mata Atlântica,lst_dia_c,GEE,27.2025,26.5794,-2.2906
2005,4,Cerrado,lst_dia_c,GEE,29.6115,29.2627,-1.1778
2005,4,Caatinga,lst_dia_c,GEE,29.1775,28.5159,-2.2675
2006,4,Mata Atlântica,lst_dia_c,GEE,27.705,26.7498,-3.4478
2006,4,Cerrado,lst_dia_c,GEE,28.4917,27.6069,-3.1055
2006,4,Caatinga,lst_dia_c,GEE,27.0975,27.0978,0.0011
2007,4,Mata Atlântica,lst_dia_c,GEE,28.3375,27.2297,-3.9093
2007,4,Cerrado,lst_dia_c,GEE,30.7845,30.6129,-0.5574
2007,4,Caatinga,lst_dia_c,GEE,30.655,29.9652,-2.2502
2008,4,Mata Atlântica,lst_dia_c,GEE,29.41,28.2442,-3.964
2008,4,Cerrado,lst_dia_c,GEE,28.8575,28.5159,-1.1837
2008,4,Caatinga,lst_dia_c,GEE,28.53,28.2012,-1.1525
2009,4,Mata Atlântica,lst_dia_c,GEE,28.9,27.8745,-3.5484
2009,4,Cerrado,lst_dia_c,GEE,29.075,28.372,-2.4179
2009,4,Caatinga,lst_dia_c,GEE,29.73,29.2607,-1.5785
2010,4,Mata Atlântica,lst_dia_c,GEE,27.7525,26.8977,-3.0801
2010,4,Cerrado,lst_dia_c,GEE,29.935,29.5519,-1.2798
2010,4,Caatinga,lst_dia_c,GEE,29.1125,28.6301,-1.657
2011,4,Mata Atlântica,lst_dia_c,GEE,27.6375,26.7022,-3.3842
2011,4,Cerrado,lst_dia_c,GEE,28.68,28.4036,-0.9637
2011,4,Caatinga,lst_dia_c,GEE,28.7675,28.6213,-0.5082
2012,4,Mata Atlântica,lst_dia_c,GEE,31.29,29.9297,-4.3474
2012,4,Cerrado,lst_dia_c,GEE,32.655,32.6712,0.0496
2012,4,Caatinga,lst_dia_c,GEE,34.8467,34.6341,-0.61
2013,4,Mata Atlântica,lst_dia_c,GEE,29.54,28.241,-4.3974
2013,4,Cerrado,lst_dia_c,GEE,30.36,29.9862,-1.2312
2013,4,Caatinga,lst_dia_c,GEE,31.75,32.1628,1.3002
2014,4,Mata Atlântica,lst_dia_c,GEE,28.86,28.4163,-1.5374
2014,4,Cerrado,lst_dia_c,GEE,30.3425,29.7977,-1.7955
2014,4,Caatinga,lst_dia_c,GEE,31.5425,31.3748,-0.5317
2015,4,Mata Atlântica,lst_dia_c,GEE,30.645,29.3506,-4.2239
2015,4,Cerrado,lst_dia_c,GEE,30.1878,29.6949,-1.6326
2015,4,Caatinga,lst_dia_c,GEE,33.0225,32.7141,-0.9339
2016,4,Mata Atlântica,lst_dia_c,GEE,32.0775,30.8004,-3.9813
2016,4,Cerrado,lst_dia_c,GEE,33.1675,33.4964,0.9916
2016,4,Caatinga,lst_dia_c,GEE,32.9325,32.7325,-0.6073
2017,4,Mata Atlântica,lst_dia_c,GEE,28.7,27.4576,-4.3289
2017,4,Cerrado,lst_dia_c,GEE,30.8125,31.228,1.3485
2017,4,Caatinga,lst_dia_c,GEE,31.7525,31.7188,-0.1061
2018,4,Mata Atlântica,lst_dia_c,GEE,27.1475,26.4443,-2.5903
2018,4,Cerrado,lst_dia_c,GEE,29.525,29.4562,-0.233
2018,4,Caatinga,lst_dia_c,GEE,29.6725,29.8049,0.4462
2019,4,Mata Atlântica,lst_dia_c,GEE,30.0025,28.5013,-5.0036
2019,4,Cerrado,lst_dia_c,GEE,32.5,29.5409,-9.1049
2019,4,Caatinga,lst_dia_c,GEE,32.5225,29.8982,-8.0692
2020,4,Mata Atlântica,lst_dia_c,GEE,27.507,27.6888,0.661
2020,4,Cerrado,lst_dia_c,GEE,28.787,29.3846,2.0759
