ano,mes,bioma,psn_g_c_m2,ida,et_mm,precip_mm,lst_dia_c,area_queimada_ha
2013,1,Mata Atlântica,114.90815925307716,0.4503706,90.36130997047158,122.11,32.333333333333336,4525
2013,1,Cerrado,103.35361687788914,0.4872327,86.68938594154822,310.51,32.41666666666667,1800
2013,1,Caatinga,72.91506851379438,0.2866325,58.93574865708691,139.27,35.67333333333333,4450
2014,1,Mata Atlântica,167.01035056339168,0.5684969,124.30776022531258,56.71,30.583333333333332,375
2014,1,Cerrado,139.3064593518655,0.5502205,112.33366223556663,59.63,32.923333333333325,3575
2014,1,Caatinga,134.6563557002802,0.4331106,96.76761388753363,14.74,31.96666666666667,800
2015,1,Mata Atlântica,142.75729460200222,0.4530426,106.99140284369427,33.18,31.75858,2225
2015,1,Cerrado,134.92650910903194,0.4270541,100.39922839132505,74.71,34.593333333333334,16500
2015,1,Caatinga,102.37244034730693,0.3415261,81.31531201357659,19.55,33.42333333333334,4025
2016,1,Mata Atlântica,79.17862503903073,0.4843206,80.55899233040648,254.78,33.51666666666667,3550
2016,1,Cerrado,77.00685845841565,0.5608602,77.63103162304172,488.67,30.540000000000003,10100
2016,1,Caatinga,63.7633226357135,0.391717,62.270614522579095,391.06,33.62,1925
2017,1,Mata Atlântica,131.02444711288265,0.421288,102.1530463001764,14.29,33.67333333333334,975
2017,1,Cerrado,102.59822439957468,0.3915062,87.57463820754336,88.11,34.51333333333333,2250
2017,1,Caatinga,73.99800462465097,0.2221442,54.15762582252861,17.97,35.94,5200
2018,1,Mata Atlântica,147.94920589335072,0.46474,114.79069630553634,51.88,31.823333333333334,1400
2018,1,Cerrado,128.93724160473923,0.4587423,105.09197599619038,131.57,29.790000000000003,25
2018,1,Caatinga,77.91085032816216,0.2476508,60.435510620577524,61.01,34.63,0
2019,1,Mata Atlântica,136.40556934748332,0.4460649,105.63633983998129,14.62,31.323333333333334,1125
2019,1,Cerrado,125.3466466373558,0.4986169,109.42671331832086,37.62,32.28666666666667,7500
2019,1,Caatinga,85.64058209599405,0.2953691,69.1896175192941,12.86,33.843333333333334,3275
2020,1,Mata Atlântica,111.0857662165444,0.4973216,104.66604250923372,148.28,30.762264000000034,2250
2020,1,Cerrado,111.27648015463866,0.4898092,99.22226526873129,280.53,30.72986666666668,575
2020,1,Caatinga,79.47679705546206,0.3365843,69.6754029342357,178.62,32.46860000000004,675
2001,2,Mata Atlântica,133.4854046281769,0.4433571,104.96928135531114,44.28,32.01784457500003,11225
2001,2,Cerrado,83.98073812665707,0.322437,83.97492730842414,102.81,31.359400000000036,1700
2001,2,Caatinga,75.46964798954505,0.3068256,78.62145486169116,34.95,33.484450000000024,425
2002,2,Mata Atlântica,174.13882159970086,0.5485357,120.97762633438778,143.3,29.014795675000016,0
2002,2,Cerrado,128.11368970512868,0.4242641,106.88016069832341,129.21,29.224450000000033,11000
2002,2,Caatinga,150.73450921317863,0.5059558,129.00553132823163,108.2,29.309900000000027,200
2003,2,Mata Atlântica,137.0599395169451,0.4335037,102.99777279247813,56.0479,30.935000000000002,6475
2003,2,Cerrado,138.1666967308709,0.4653462,109.26114103073729,138.6802,31.5175,9025
2003,2,Caatinga,108.39538950082915,0.3535789,87.78522211634723,37.271,31.1875,4025
2004,2,Mata Atlântica,168.36708472831776,0.5960506,128.58028257683253,151.38,29.7575,2150
2004,2,Cerrado,140.3180586998543,0.6365564,115.69793699189043,245.3,29.1875,350
2004,2,Caatinga,167.17456581927257,0.5694092,130.89612813152087,134.67,29.009999999999998,625
2005,2,Mata Atlântica,141.62606900619286,0.5653416,125.75830695585736,192.78,31.945,350
2005,2,Cerrado,145.53678062816027,0.5807685,130.97482298768935,244.18,29.563200000000023,1000
2005,2,Caatinga,120.08446353038617,0.4506757,109.50042451180238,177.15,31.0225,0
2006,2,Mata Atlântica,128.04996424599526,0.40481,105.78954379960395,35.24,32.5925,9550
2006,2,Cerrado,115.0736044890407,0.526311,108.25797840141408,157.68,31.32,1475
2006,2,Caatinga,81.38461243555362,0.2769641,69.39334347718057,80.27,33.8775,4250
2007,2,Mata Atlântica,123.78072013276255,0.5239312,108.83859635445091,271.97,30.3125,75
2007,2,Cerrado,118.76593571115824,0.5480469,111.38875578101165,284.28,30.15,3550
2007,2,Caatinga,85.96708098870661,0.3646292,80.35091364034673,286.11,30.85,275
2008,2,Mata Atlântica,141.4097885397854,0.4728263,115.57304624764161,116.73,31.4725,525
2008,2,Cerrado,119.51140702209614,0.5110086,107.38402241377918,151.73,31.474999999999998,4125
2008,2,Caatinga,97.43939629943307,0.3203742,80.14309985785337,113.05,33.2725,1050
2009,2,Mata Atlântica,157.74476834058694,0.4935021,121.1622439651896,46.74,31.539999999999996,600
2009,2,Cerrado,150.20208794468198,0.5786063,129.58280365949136,96.81,30.562499999999996,1300
2009,2,Caatinga,129.02924414851196,0.3986877,98.9197102914153,78.47,31.6975,975
2010,2,Mata Atlântica,114.42028711195748,0.4211054,91.36495219903911,57.52,33.84,6175
2010,2,Cerrado,143.46593470229436,0.515598,124.58359988538868,81.77,31.112499999999997,9200
2010,2,Caatinga,88.30576055978048,0.2979128,71.50933498738654,38.35,33.88249999999999,1125
2011,2,Mata Atlântica,146.280475577366,0.4792838,114.51057292935593,39.47,30.8175,1950
2011,2,Cerrado,136.5405999108164,0.6266546,128.7376141068791,180.37,30.247500000000002,3050
2011,2,Caatinga,120.5255816981487,0.4180073,89.55324907472128,86.45,31.2375,1600
2012,2,Mata Atlântica,149.03586779280755,0.448192,105.43962032101196,57.6,31.46,3125
2012,2,Cerrado,130.44234665773487,0.5625494,116.99631690032851,87.52,30.340000000000003,9950
2012,2,Caatinga,94.82720213438012,0.2967898,66.59368916786127,66.88,31.973333333333333,1150
2013,2,Mata Atlântica,143.63438327595978,0.4465994,110.4645294455868,44.44,32.2075,5525
2013,2,Cerrado,157.88547942220347,0.5326046,132.59040795983762,56.14,31.8975,13500
2013,2,Caatinga,117.63197501289983,0.3149498,82.85611160396321,11.88,33.555,2125
2014,2,Mata Atlântica,175.8001877329797,0.5185759,126.03712005301473,81.6,29.982499999999998,150
2014,2,Cerrado,144.70445352870317,0.5668026,117.76245772698289,104.01,30.804999999999996,2425
2014,2,Caatinga,126.26682421745024,0.3543819,82.1970570799126,54.72,32.6475,50
2015,2,Mata Atlântica,125.48709865811396,0.4416147,102.123788213969,120.37,31.5175,1375
2015,2,Cerrado,128.8965127611192,0.5452084,117.41790620434715,155.8,31.667500000000004,3400
2015,2,Caatinga,96.10156666682741,0.3535676,80.13859743605671,115.6,33.9825,100
2016,2,Mata Atlântica,149.10569347483337,0.4754921,125.64487287185835,27.26,29.907500000000002,5375
2016,2,Cerrado,166.40370535525125,0.5094299,131.42163127436498,37.41,31.895,5525
2016,2,Caatinga,157.94417855782262,0.4613164,119.57069871284185,26.02,31.1975,525
2017,2,Mata Atlântica,124.35160401833384,0.4185777,89.18256673131086,109.14,30.6175,25
2017,2,Cerrado,129.89545345404727,0.606416,118.70854136904042,214.83,30.295,2275
2017,2,Caatinga,80.57724728380119,0.283892,60.54463555446465,80.43,33.9375,75
2018,2,Mata Atlântica,132.60358022597347,0.4987177,113.30544784773859,116.02,30.7075,3075
2018,2,Cerrado,140.53138212333565,0.5966634,124.7567265551224,247.73,29.252499999999998,8775
2018,2,Caatinga,106.61185699749718,0.3747144,81.03495282993265,132.04,31.720000000000002,0
2019,2,Mata Atlântica,115.04874619811805,0.3903868,102.70218042548215,42.49,33.19,8525
2019,2,Cerrado,131.20831324012775,0.5077177,119.57852591265325,143.55,32.135,2900
2019,2,Caatinga,78.5974635549533,0.2693199,66.39348828120995,87.54,34.010000000000005,1375
2020,2,Mata Atlântica,133.74530050768857,0.5262492,122.79014939627532,36.5,30.178574450000028,5475
2020,2,Cerrado,133.0095055154588,0.6110621,131.51512122973114,178.04,29.97780000000003,1200
2020,2,Caatinga,130.15087417477227,0.4933104,113.3123724104408,69.42,30.645250000000033,475
2001,3,Mata Atlântica,125.17548619757837,0.5597939,98.55505717621422,113.51,29.150534700000023,100
2001,3,Cerrado,99.9635819582491,0.4304028,89.24125895150598,160.98,30.248650000000026,11950
2001,3,Caatinga,93.80346904748187,0.3800756,80.76628432994379,97.51,31.59510000000003,775
2002,3,Mata Atlântica,157.43123537552378,0.5760092,99.86389371285787,82.7,27.07002110000002,0
2002,3,Cerrado,69.81175167370856,0.2860823,69.08920633511372,78.88,31.51890000000003,10850
2002,3,Caatinga,96.52453837659019,0.37674,78.32484149379695,21.92,30.327650000000034,25
2003,3,Mata Atlântica,116.32189359376896,0.4428092,97.03880276144886,84.6906,33.294999999999995,5275
2003,3,Cerrado,112.56827278120119,0.4835002,98.01080879845517,186.2649,30.7175,4300
2003,3,Caatinga,93.20571771821733,0.3286145,76.05903898343928,98.66,31.8825,2400
2004,3,Mata Atlântica,133.2363056379536,0.6312964,115.01394835731995,231.27,29.637500000000003,2625
2004,3,Cerrado,138.32041601594813,0.6124327,121.30908639653583,236.0,28.3225,35625
2004,3,Caatinga,143.73851002664972,0.5565991,123.39215711580447,125.06,28.0325,3100
2005,3,Mata Atlântica,149.34445774377772,0.5529346,131.07239038404566,104.43,29.4575,1325
2005,3,Cerrado,129.5442752912596,0.6087012,121.49795293258298,225.92,28.676350000000042,9800
2005,3,Caatinga,129.75234310811373,0.4814116,115.68641393368473,105.19,30.1725,850
2006,3,Mata Atlântica,104.788922811826,0.5124671,101.39770652394243,189.5,30.7,1450
2006,3,Cerrado,122.56244080491196,0.5828157,115.11782448324011,309.91,29.717499999999998,75
2006,3,Caatinga,104.4750530610867,0.4354263,92.13976382084108,203.18,30.637500000000003,425
2007,3,Mata Atlântica,178.0709292800407,0.5464954,135.11469446306893,58.61,27.794999999999998,50
2007,3,Cerrado,156.52633457558105,0.4882685,122.71791911829987,44.31,29.863200000000013,15350
2007,3,Caatinga,146.3101838830334,0.4579666,114.50533999699665,34.18,29.095,1425
2008,3,Mata Atlântica,126.63534513830396,0.5349494,121.64093797265059,131.96,30.4575,175
2008,3,Cerrado,128.88157532076826,0.6098272,116.16460568052496,213.12,29.834999999999997,7150
2008,3,Caatinga,123.25327580646619,0.4659775,102.85695767624946,138.81,31.2525,975
2009,3,Mata Atlântica,117.17683752809249,0.4564536,105.18372077612,91.73,32.54,2975
2009,3,Cerrado,124.51868536965782,0.5551042,113.34194350952808,107.15,30.86,16800
2009,3,Caatinga,111.0382666128973,0.3717494,84.85313352418872,88.2,32.385,1500
2010,3,Mata Atlântica,110.80558495977427,0.5608701,116.96040150858079,200.45,31.445,425
2010,3,Cerrado,133.65228194920573,0.6158847,130.57989378273888,212.13,30.4775,11550
2010,3,Caatinga,106.61785150240877,0.4376343,98.47250801948437,134.39,31.92,0
2011,3,Mata Atlântica,113.16843194775858,0.553747,111.72296785007748,155.55,31.145000000000003,275
2011,3,Cerrado,118.52768726026872,0.699999,119.62433351897141,247.94,28.53,2250
2011,3,Caatinga,118.1160466708782,0.5197772,103.4578763428377,162.56,29.555,1700
2012,3,Mata Atlântica,133.79420494890348,0.4321965,105.52167873466325,34.08,32.475,1675
2012,3,Cerrado,123.10846315730004,0.4531328,101.47304979135895,78.01,31.994999999999997,34600
2012,3,Caatinga,78.07846125468373,0.2119282,54.624917664214735,20.36,35.056666666666665,5675
2013,3,Mata Atlântica,122.33244966481762,0.4173278,101.92561351875493,27.18,34.09,10925
2013,3,Cerrado,116.52681459301422,0.4738119,108.13178910708089,145.22,32.3025,13100
2013,3,Caatinga,72.43230209001432,0.2220419,56.17401385520843,42.95,35.307500000000005,4550
2014,3,Mata Atlântica,147.84796076496372,0.5480367,111.05032032978278,109.0,29.622500000000002,225
2014,3,Cerrado,133.18735833028992,0.6339632,124.18196566502822,159.9,30.552500000000002,10125
2014,3,Caatinga,115.94638647904439,0.3870546,82.60505153638184,67.33,32.0875,350
2015,3,Mata Atlântica,116.18415179001661,0.4824717,109.81267480728563,70.54,30.6225,2025
2015,3,Cerrado,128.2966681261564,0.5703866,119.7536078355408,134.56,31.04,8775
2015,3,Caatinga,102.82956720452145,0.3447974,80.83257439470157,44.35,32.9175,125
2016,3,Mata Atlântica,121.38901530775487,0.411032,100.57530371395438,35.97,32.697500000000005,1050
2016,3,Cerrado,120.17618798765957,0.4192124,106.7798976165686,73.77,32.865,6475
2016,3,Caatinga,103.88878045928234,0.3408358,87.3378423772532,13.15,32.7975,0
2017,3,Mata Atlântica,110.51552690518136,0.4400536,100.91999999999999,121.81,32.07,0
2017,3,Cerrado,132.40334317311903,0.5374092,116.85713838914582,140.19,31.604999999999997,17450
2017,3,Caatinga,88.63263826934855,0.2727018,64.15896448389137,72.62,34.8125,1450
2018,3,Mata Atlântica,128.7107188978108,0.5487543,118.76921150341575,115.23,30.207500000000003,1225
2018,3,Cerrado,141.60829608944184,0.5987871,126.17874807299611,170.84,29.965,24850
2018,3,Caatinga,131.4365965896213,0.4841331,106.81265344670473,113.31,30.54,0
2019,3,Mata Atlântica,90.23793979438034,0.4403133,96.71535692358668,128.65,32.285,11550
2019,3,Cerrado,125.02209068879172,0.604991,125.32050574267335,239.46,30.11,8550
2019,3,Caatinga,92.9609615440258,0.3476308,81.37434506790403,145.1,32.8125,525
2020,3,Mata Atlântica,112.41260721403488,0.5765772,111.95278804829798,194.14,28.166054450000033,550
2020,3,Cerrado,116.36261453127175,0.6680277,111.28825395288023,272.44,27.194550000000035,53275
2020,3,Caatinga,113.5890532244764,0.541934,107.02262420325316,196.88,28.843550000000036,400
2001,4,Mata Atlântica,134.0681383981404,0.5786133,111.54114465475,75.49,27.859484500000022,0
2001,4,Cerrado,82.85868149296014,0.2975656,72.8252072794484,40.55,30.781700000000043,14775
2001,4,Caatinga,88.86664032435404,0.316514,68.3463822350023,24.82,31.697800000000015,450
2002,4,Mata Atlântica,147.68516311952848,0.5842931,102.43677969372182,74.05,27.40824307500003,0
2002,4,Cerrado,82.3593852778215,0.2855281,68.32326695413721,48.72,30.720650000000035,3100
2002,4,Caatinga,89.84326510855203,0.3338168,67.41747617959192,27.68,30.977450000000033,0
2003,4,Mata Atlântica,119.81851556311112,0.508957,106.15138306332155,96.9518,30.487500000000004,1975
2003,4,Cerrado,131.41720984007458,0.4444785,98.21231751438192,66.3088,30.174999999999997,10200
2003,4,Caatinga,99.25523388254244,0.3312127,76.94411376602699,31.52,31.825000000000003,1275
2004,4,Mata Atlântica,138.4366084387161,0.6401987,116.69947686838289,99.49,27.7675,575
2004,4,Cerrado,142.04574379648352,0.5442885,117.32515905380892,102.42,29.2625,12900
2004,4,Caatinga,135.89162803230278,0.5011099,113.75469616558313,22.49,28.767500000000002,1475
2005,4,Mata Atlântica,144.6075732957097,0.6242198,125.47942829744437,154.06,27.2025,0
2005,4,Cerrado,147.811124966203,0.5628452,120.0516567222304,66.91,29.61145000000002,11275
2005,4,Caatinga,137.81362415148567,0.5134903,111.23175461661862,92.168,29.1775,1300
2006,4,Mata Atlântica,121.54221536053721,0.666189,114.29288899630455,180.2,27.705,0
2006,4,Cerrado,125.11279542056509,0.6440146,112.49232931386555,183.28,28.49170000000001,6275
2006,4,Caatinga,129.19430135080475,0.6181648,114.93091895295234,154.88,27.0975,0
2007,4,Mata Atlântica,127.51149086100988,0.5824497,120.36733662856876,104.8,28.3375,0
2007,4,Cerrado,107.05644452156648,0.3564203,81.00176194742407,34.58,30.78450000000001,19350
2007,4,Caatinga,89.24944419160485,0.3701575,80.20577584496428,49.64,30.655,175
2008,4,Mata Atlântica,130.37456579436838,0.5645588,121.45805260162474,39.92,29.41,100
2008,4,Cerrado,132.51478772495142,0.5462448,110.92045751713117,141.95,28.85750000000001,21675
2008,4,Caatinga,139.5167933041379,0.5462726,115.40637904841971,91.0,28.53,1475
2009,4,Mata Atlântica,112.11250293935107,0.6311885,108.67369767963125,210.59,28.900000000000002,125
2009,4,Cerrado,105.91724915104105,0.682546,105.73031610934889,237.23,29.075000000000003,3225
2009,4,Caatinga,103.99316074088406,0.5200876,94.8790363833407,181.11,29.73,125
2010,4,Mata Atlântica,139.41576571540915,0.6304268,126.7150770370226,175.53,27.7525,0
2010,4,Cerrado,149.0787123668552,0.5538291,120.65490750381365,95.68,29.935,25150
2010,4,Caatinga,129.94546492450584,0.492203,106.93011508615872,121.28,29.112500000000004,675
2011,4,Mata Atlântica,145.6617454541249,0.6180816,128.9853501992925,179.32,27.6375,175
2011,4,Cerrado,158.01007955900542,0.6304176,132.57348301411656,75.79,28.68,63375
2011,4,Caatinga,147.5884966629213,0.4947499,114.36716857170254,57.34,28.7675,250
2012,4,Mata Atlântica,119.69199494238873,0.4350907,94.67827760615127,12.26,31.29,3000
2012,4,Cerrado,110.50907876603841,0.3611299,83.47109837203485,24.13,32.655,16200
2012,4,Caatinga,53.62233178374572,0.1580754,38.052697254589305,4.64,34.84666666666667,3200
2013,4,Mata Atlântica,115.64724433428036,0.5430418,102.92895013302407,87.58,29.54,1225
2013,4,Cerrado,124.32216433585482,0.5205805,105.77081305439197,110.16,30.36,5475
2013,4,Caatinga,79.44567300968814,0.2988854,63.28805028981111,55.83,31.75,425
2014,4,Mata Atlântica,129.05549610463706,0.5306563,115.13175133754983,54.74,28.86,575
