ano;mes;ONI;FMA_PSN;Cerrado_PSN;Caatinga_PSN;FMA_Evap;Cerrado_Evap;Caatinga_Evap;FMA_PET;Cerrado_PET;Caatinga_PET;FMA_IDA;Cerrado_IDA;Caatinga_IDA;FMA_Temp;Cerrado_Temp;Caatinga_Temp;FMA_Precip;Cerrado_Precip;Caatinga_Precip;FMA_AreaQueimada;Cerrado_AreaQueimada;Caatinga_AreaQueimada
2009;12;1,5;111,0888;116,4427;80,5911;93,1908;103,3936;72,564;;;;0,4346;0,5319;0,3452;33,23;31,7675;34,0725;49,26;218,01;84,95;8075,0;8000,0;425,0
2010;1;1,47;119,3985;140,445;108,4332;93,8757;119,3019;89,0932;;;;0,4322;0,5678;0,4209;32,5967;30,5433;30,74;37,58;122,67;55,44;11125,0;5650,0;1075,0
2010;2;1,21;114,4203;143,4659;88,3058;91,365;124,5836;71,5093;;;;0,4211;0,5156;0,2979;33,84;31,1125;33,8825;57,52;81,77;38,35;6175,0;9200,0;1125,0
2010;3;0,88;110,8056;133,6523;106,6179;116,9604;130,5799;98,4725;;;;0,5609;0,6159;0,4376;31,445;30,4775;31,92;200,45;212,13;134,39;425,0;11550,0;0,0
2010;4;0,38;139,4158;149,0787;129,9455;126,7151;120,6549;106,9301;;;;0,6304;0,5538;0,4922;27,7525;29,935;29,1125;175,53;95,68;121,28;0,0;25150,0;675,0
2010;5;-0,16;127,7028;123,2841;105,3272;114,907;95,5945;74,7619;;;;0,638;0,493;0,3676;27,42;30,595;30,8425;56,09;25,42;12,94;0,0;10775,0;200,0
2010;6;-0,66;132,278;122,3063;95,4798;97,5957;65,9847;50,3384;;;;0,6093;0,357;0,2901;26,1625;29,7475;29,95;30,41;0,5;18,96;975,0;23675,0;1425,0
2010;7;-0,98;133,8174;105,9176;90,2814;90,5718;50,134;43,9183;;;;0,6018;0,2563;0,2509;24,53;30,1625;29,8475;116,5;3,06;46,03;575,0;91275,0;2775,0
2010;8;-1,24;145,5178;84,3884;84,5552;90,4319;36,0586;38,7393;;;;0,507;0,1546;0,1897;27,1675;33,4725;32,22;40,47;0,87;13,17;575,0;391300,0;12900,0
2010;9;-1,43;144,3295;51,4466;61,5149;89,409;30,0164;30,8195;;;;0,437;0,1148;0,1318;30,6575;38,5375;36,7975;33,36;11,53;10,96;4075,0;866250,0;49650,0
2010;10;-1,54;130,2439;61,2267;60,5541;97,9134;60,5636;44,7698;;;;0,4512;0,2871;0,186;33,9125;37,6425;37,3975;68,21;133,49;67,94;2500,0;410050,0;133975,0
2010;11;-1,57;127,528;97,6297;78,6737;106,3315;94,5867;68,5884;;;;0,5125;0,4851;0,3004;31,11;34,43;35,4425;153,84;199,12;66,9;925,0;41900,0;9175,0
2010;12;-1,48;121,2301;109,2134;105,381;105,6138;98,3968;92,0671;;;;0,5253;0,5411;0,4473;31,27;32,3775;32,34;121,55;206,54;155,03;800,0;28475,0;2450,0
2011;1;-1,29;132,4358;132,3475;122,9812;108,0986;115,5596;101,2813;;;;0,5244;0,6195;0,4631;30,5233;30,9167;30,6933;80,36;196,15;76,1;1000,0;3775,0;2875,0
2011;2;-1,06;146,2805;136,5406;120,5256;114,5106;128,7376;89,5532;;;;0,4793;0,6267;0,418;30,8175;30,2475;31,2375;39,47;180,37;86,45;1950,0;3050,0;1600,0
2011;3;-0,85;113,1684;118,5277;118,116;111,723;119,6243;103,4579;;;;0,5537;0,7;0,5198;31,145;28,53;29,555;155,55;247,94;162,56;275,0;2250,0;1700,0
2011;4;-0,68;145,6617;158,0101;147,5885;128,9854;132,5735;114,3672;;;;0,6181;0,6304;0,4947;27,6375;28,68;28,7675;179,32;75,79;57,34;175,0;63375,0;250,0
2011;5;-0,5;141,0111;145,4403;119,6309;113,2635;102,2281;77,1837;;;;0,6789;0,5632;0,444;25,3275;29,2775;28,9375;71,12;15,64;24,3;75,0;21050,0;625,0
2011;6;-0,34;130,5881;125,118;99,4911;100,5836;76,745;52,8032;;;;0,6307;0,4309;0,2959;25,3125;29,6775;30,0325;37,92;0,87;11,34;875,0;29425,0;225,0
2011;7;-0,37;132,6612;111,0923;82,4741;89,1293;53,138;37,3944;;;;0,5503;0,2703;0,2033;25,7925;30,985;30,6975;33,42;0,58;14,26;1350,0;50250,0;2400,0
2011;8;-0,5;148,1829;86,1671;69,5393;92,3021;39,1609;30,2845;;;;0,4825;0,165;0,1416;27,735;34,7025;33,4175;21,15;0,5;8,59;5025,0;172925,0;11025,0
2011;9;-0,76;136,7715;57,5096;56,0459;81,3218;34,1391;25,8595;;;;0,4302;0,1376;0,1136;31,3125;38,0325;36,075;20,81;1,8;6,21;13450,0;876400,0;96525,0
2011;10;-0,94;130,0654;88,4844;74,1519;87,6522;79,7679;52,7187;;;;0,5419;0,3981;0,2485;33,035;36,2325;36,63;93,22;145,6;63,91;275,0;109250,0;24225,0
2011;11;-1,02;147,7614;118,954;108,561;106,0848;108,0219;86,0678;;;;0,5847;0,5654;0,3872;30,2875;32,29;33,255;165,21;216,58;91,69;225,0;22200,0;2350,0
2011;12;-0,92;138,7876;125,3541;105,7412;105,672;108,3052;82,5718;;;;0,5548;0,55;0,3735;30,675;31,7875;33,68;142,22;235,44;83,98;350,0;1775,0;4950,0
2012;1;-0,71;132,5033;112,1602;83,5427;96,8113;99,7226;64,5227;;;;0,5036;0,5791;0,306;29,1133;29,5567;31,9233;49,9;190,0;37,42;975,0;6450,0;7250,0
2012;2;-0,56;149,0359;130,4423;94,8272;105,4396;116,9963;66,5937;;;;0,4482;0,5625;0,2968;31,46;30,34;31,9733;57,6;87,52;66,88;3125,0;9950,0;1150,0
2012;3;-0,44;133,7942;123,1085;78,0785;105,5217;101,473;54,6249;;;;0,4322;0,4531;0,2119;32,475;31,995;35,0567;34,08;78,01;20,36;1675,0;34600,0;5675,0
